PLOT,ENTRYNO,GID,ENTRY,DESIGNATION,PARENTS,SOURCE,REP,ROW,COLUMN,SEEDING_DATE,FLW,MATURITY,PLTHGT,TILLER,MC,Plotyield-H,MISSHILL,Plotyield-C,Plotyield-Adj,LODGING,Ldg-Sticks,GLH,BPH,BLAST,BB1,BB2,HARVESTDATE,REMARKS
475,A1582,447391,IRRI119,PSB RC 68,IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105,A3661,1,6,46,20130608,98,128,141,17,10,2846,,2986,2978,7,S,5,7,2,1,3,,shb
507,A1582,447391,IRRI119,PSB RC 68,IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105,A3661,2,5,55,20130608,99,129,141,14,11.5,2438,,3223,2509,7,,,,,1,5,20-Oct,rainfed-type
244,A1279,4016509,IRRI123,PSB RC 82,IR 47761-27-1-3-6/PSB RC 28 (IR 56381-139-2-2),A3446,1,3,21,20130608,80,110,114,20,9.7,2639,,2963,2771,7,S,3,5,3,1,5,17-Oct,
553,A1575,4016509,IRRI123,PSB RC 82,IR 47761-27-1-3-6/PSB RC 28 (IR 56381-139-2-2),A3446,1,4,58,20130608,86,116,121,15,11.2,2719,,2538,2808,,,5,3,4, 1/7,1/3,10-Oct,shb
289,A1280,4016510,IRRI138,NSIC RC 116 H,IR 68897 A/IR 60819-34-2 R,A3448,1,2,25,20130608,77,107,100,17,9.7,2428,,2550,2549,,,3,1,,1,5,07-Oct,
324,A1281,4016511,IRRI143,NSIC RC 140,IR 64 (WH)/ADAY SEL//3IR 64,A3320,1,1,7,20130608,78,108,117,19,9.7,2621,,1959,2752,9,,3,1,4,1,7,30-Sep,good
630,A1576,4016511,IRRI143,NSIC RC 140,IR 64 (WH)/ADAY SEL//3IR 64,A3320,1,1,64,20130608,80,110,111,15,9.9,2112,,,2213,5,S,3,5,1,1,7,07-Oct,neck blast
313,A1282,4016518,IRRI146,NSIC RC 158,IR 73885-1-4-3-2-1-6 (MATATAG 9)/IR 70479-45-2-3//IR 64680-81-2-2-1-3,A6300,1,1,18,20130608,90,120,114,19,9.9,3211,2,2055,3364,,,3,3,0,1,5,10-Oct,"shb, "
651,A1577,4016518,IRRI146,NSIC RC 158,IR 73885-1-4-3-2-1-6 (MATATAG 9)/IR 70479-45-2-3//IR 64680-81-2-2-1-3,A6300,1,1,43,20130608,90,120,109,21,10.1,3348,,,3500,,,3,9,0, 1/7,7,14-Oct,
154,A1283,4016519,IRRI151,NSIC RC 214,IR00A112/PSB RC 20 (IR 57301-195-3-3),A6770,1,6,22,20130608,88,118,115,17,9.6,2117,,2353,2225,,,3,3,3,1,7,17-Oct,
577,A1578,4016519,IRRI151,NSIC RC 214,IR00A112/PSB RC 20 (IR 57301-195-3-3),A6770,1,3,51,20130608,89,119,127,13,9.5,2491,,,2621,5,S,5,7,3,1,5,17-Oct,
169,A1284,4016512,IRRI154,NSIC RC 222,IR 73012-137-2-2-2/PSB RC 10 (IR 50404-57-2-2-3),A3700,1,5,30,20130608,88,118,112,16,10,3251,,2379,3402,,,3,1,3,1,7,07-Oct,good
483,A1583,4016512,IRRI154,NSIC RC 222,IR 73012-137-2-2-2/PSB RC 10 (IR 50404-57-2-2-3),A3700,1,6,54,20130608,89,119,122,16,9.9,2536,,1533,2657,7,S,3,5,1,1,1,14-Oct,shb
515,A1583,4016512,IRRI154,NSIC RC 222,IR 73012-137-2-2-2/PSB RC 10 (IR 50404-57-2-2-3),A3700,2,5,47,20130608,89,119,122,19,11.6,3177,,2592,3266,3,,,,,1,5,20-Oct,
20,A1285,4016513,IRRI156,NSIC 2011 RC 238,IR 72870-102-2-2-1-3/IR 72870-19-2-2-3,A3450,1,10,20,20130608,88,118,116,16,11,2550,,2177,2639,,,3,3,0,1,5,10-Oct,shb
529,A1579,4016513,IRRI156,NSIC 2011 RC 238,IR 72870-102-2-2-1-3/IR 72870-19-2-2-3,A3450,1,4,34,20130608,87,117,127,14,10.2,3174,,2382,3314,,,5,7,2,7, 1/5,11-Oct,Bb
56,A1286,1402027,IRRI168,NSIC RC 302,IR 72904-65-1-3-3/IR 73012-137-2-2-2,A3209,1,9,11,20130608,91,121,124,16,11.1,2579,3,2398,2666,5,,3,3,3,1,5,09-Oct,shb
255,A1286,1402027,IRRI168,NSIC RC 302,IR 72904-65-1-3-3/IR 73012-137-2-2-2,A3209,2,3,10,20130608,91,121,120,17,9.4,2653,,2871,2795,,,,,,1,5,14-Oct,
448,A1584,1402027,IRRI168,NSIC RC 302,IR 72904-65-1-3-3/IR 73012-137-2-2-2,A3209,1,7,48,20130608,87,117,118,19,9.6,2365,,3177,2486,,,3,7,2,1,5,09-Oct,"good, shb"
511,A1584,1402027,IRRI168,NSIC RC 302,IR 72904-65-1-3-3/IR 73012-137-2-2-2,A3209,2,5,51,20130608,88,118,121,16,9.6,2353,,2547,2473,3,,,,,1,5,14-Oct,shb
