PLOT,ENTRYNO,GID,ENTRY,DESIGNATION,PARENTS,SOURCE,REP,ROW,COLUMN,SEEDING_DATE,FLW,MATURITY,PLTHGT,TILLER,MC,Plotyield-H,MISSHILL,Plotyield-C,Plotyield-Adj,LODGING,Ldg-Sticks,GLH,BPH,BLAST,BB1,BB2,HARVESTDATE,REMARKS
230,A1155,3523687,IR12A331,IR 91054-25-3-2-1,IRRI 154/IRRI 123,A3539,1,4,32,20130608,92,122,121,16,10.9,3011,6,2218,3120,3,,3,3,1,1,1,10-Oct,
287,A1155,3523687,IR12A331,IR 91054-25-3-2-1,IRRI 154/IRRI 123,A3539,2,2,23,20130608,92,122,121,18,10.1,3062,,2277,3201,3,,,,,1,1,04-Oct,
613,A1459,3522672,IR12A334,IR 91058-1-1-2-2,IR04A427/IRRI 143,A3540,1,2,52,20130608,93,123,116,16,10.5,2891,,,3009,,,5,7,3,1,7,14-Oct,
554,A1460,3522709,IR12A337,IR 91065-68-1-3-3,IR05A117/IRRI 123,A3541,1,4,59,20130608,98,128,125,14,10.8,2037,,2586,2113,,,7,9,0,1,5,17-Oct,
371,A1461,3523059,IR12A339,IR 91103-6-2-2-3,IR06A144/IR05F102,A3316,1,9,59,20130608,92,122,123,18,10.9,2184,,2454,2263,7,S,5,5,0,1,5,14-Oct,
463,A1462,3523061,IR12A340,IR 91103-27-2-3-2,IR06A144/IR05F102,A3317,1,6,34,20130608,91,121,118,15,10.9,2944,,2663,3050,5,S,5,7,0,1,3,03-Oct,shb
349,A1463,3523065,IR12A341,IR 91103-53-2-3-3,IR06A144/IR05F102,A3318,1,10,52,20130608,90,120,123,18,12.4,2786,,2590,2838,7,S,5,7,0,1,5,17-Oct,shb
417,A1464,3523067,IR12A342,IR 91103-86-3-1-2,IR06A144/IR05F102,A3319,1,8,54,20130608,90,120,124,18,10.9,2492,,2488,2582,9,S,5,7,0,1,5,10-Oct,shb
174,F1156,3384693,IR12F257,IR 90105-SUB 26-2-2-2,IRRI 154/IR 70213-9-CPA 12-UBN 2-1-3-1,F3671,1,5,25,20130608,88,118,124,21,9.6,2287,1,2934,2404,3,,5,3,3,1,7,07-Oct,late; not so uniform
498,B1465,3272343,IR12N106,IR 88718-51-2-1-1-3,IR 73711-130-1-3-1/IRRI 145,B3626,1,5,64,20130608,94,124,132,14,9.9,1981,,2734,2075,5,,3,7,1,1,1,17-Oct,
649,B1466,3272373,IR12N108,IR 88736-64-2-3-2-3,IR02N195/IRRI 145,B3627,1,1,45,20130608,96,126,141,13,10.2,2550,,,2663,5,,5,5,0,3,5,14-Oct,
573,B1467,3272357,IR12N110,IR 89198-15-2-2-2-2,IR05N173/IR BB 60-1//IR02W101,B3628,1,3,55,20130608,95,125,133,16,9.2,1918,,2569,2025,5,S,5,9,1,1,1,17-Oct,
578,B1468,3348130,IR12N111,IR 90207-138-2-3-2,IR 72903-99-2-3-2/IR 65482-4-136-2-2-B//IR 65620-192-3-3-3-2,B3629,1,3,50,20130608,95,125,120,21,11.8,2604,,,2671,7,,5,9,1,1,3,17-Oct,
251,B1157,3346776,IR12N112,IR 90211-18-1-3-3,IR 74286-107-2-3/IR 68552-100-1-2-2//NSIC RC 158,B3630,1,3,14,20130608,100,130,128,19,8.9,2243,7,2136,2376,5,,5,3,1,1,1,17-Oct,false smut
540,B1469,3346779,IR12N113,IR 90211-89-3-1-3,IR 74286-107-2-3/IR 68552-100-1-2-2//NSIC RC 158,B3631,1,4,45,20130608,95,125,132,14,9.2,2495,,1711,2634,,,7,9,0,1,5,10-Oct,BB (7)
175,B1158,3347450,IR12N121,IR 90221-110-2-1-1,IR05N204/IR02W101//IR 65620-192-3-3-3-2,B3366,1,5,24,20130608,88,118,125,14,9.9,2957,,2523,3098,5,,5,5,1,1,5,10-Oct,"good, erect, shb"
461,B1470,3347461,IR12N122,IR 90221-140-2-3-3,IR05N204/IR02W101//IR 65620-192-3-3-3-2,B3632,1,7,35,20130608,92,122,109,16,10.5,2799,2,3174,2913,,,5,9,1,3,7,09-Oct,ok
441,B1471,3347484,IR12N124,IR 90227-178-3-2-2,IR 72164-348-6-2-2-2/IR 65620-192-3-3-3-2//IR BB 60-1,B3633,1,7,55,20130608,95,125,134,17,9.2,1970,,2443,2080,9,S,7,5,1,1,1,17-Oct,
280,B1159,3273150,IR12N125,IR 90230-67-3-1-2,IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498,B3367,1,2,16,20130608,89,119,122,22,10.1,2821,,2671,2949,,,3,1,5,1,1,04-Oct,
159,B1160,3273152,IR12N126,IR 90230-73-1-3-1,IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498,B3368,1,6,27,20130608,88,118,116,17,10.2,2612,,2817,2727,,,3,7,4,1,1,09-Oct,
562,B1472,3272775,IR12N129,IR 90232-25-3-2-2,IR01N148/JANAKI//IR 6 (PAKISTAN),B3634,1,3,66,20130608,93,123,123,15,10.4,1988,,2210,2071,7,S,9,7,0,1,1,17-Oct,
333,B1473,3272778,IR12N130,IR 90232-30-1-3-2,IR01N148/JANAKI//IR 6 (PAKISTAN),B3369,1,10,36,20130608,89,119,116,16,10.9,2618,2,3014,2712,5,,3,7,3,1,5,09-Oct,compact
73,B1161,3272795,IR12N134,IR 90233-38-2-3-1,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,B6040,1,8,7,20130608,89,119,133,15,10.5,1884,,2414,1961,9,S,5,3,0,1,3/5,07-Oct,"Aborted tips, poor"
274,B1161,3272795,IR12N134,IR 90233-38-2-3-1,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,B6040,2,2,10,20130608,92,122,134,16,10,2065,,2621,2161,9,S,,,,1,7,09-Oct,"shb, sterility problem"
467,B1569,3272808,IR12N135,IR 90233-98-2-1-2,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,B3635,1,6,38,20130608,92,122,125,12,10.9,1942,,2515,2012,7,S,9,7,0,1,7,14-Oct,shb
479,B1569,3272808,IR12N135,IR 90233-98-2-1-2,IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50,B3635,2,6,50,20130608,91,121,135,18,12.2,2278,,1822,2326,7,S,,,,1,5,14-Oct,
355,B1474,3425539,IR12N137,IR 90218-8-3-3-2-2,IR05N173/IR02W101//COLOMBIA XXI,B3636,1,10,58,20130608,92,122,140,14,12.2,2219,,2868,2265,7,S,5,7,1,1,5,20-Oct,
525,B1475,3425560,IR12N138,IR 90218-97-2-2-2-2,IR05N173/IR02W101//COLOMBIA XXI,B3637,1,5,37,20130608,92,122,126,17,12.2,1948,,2132,1989,7,S,7,9,1,1,5,17-Oct,shb
383,B1476,3425564,IR12N139,IR 90218-99-2-1-3-3,IR05N173/IR02W101//COLOMBIA XXI,B3370,1,9,47,20130608,86,116,116,18,10.1,2329,,1365,2435,9,S,7,9,4,1,1,07-Oct,shb
76,B1162,3523250,IR12N142,IR 90224-137-3-3-1-1,IR05N334/IR 65482-4-136-2-2-B//IR00A117,B3371,1,8,10,20130608,88,118,126,16,11,2890,,2747,2991,,,5,3,0,1,7,10-Oct,
294,B1163,3425580,IR12N143,IR 90226-36-3-1-2-1,IR 65564-44-5-1/NSIC RC 158//NSIC RC 158,B3372,1,2,30,20130608,87,117,119,19,9.1,2967,,2453,3136,,,3,7,0, 1/7,7,03-Oct,
322,B1164,3425585,IR12N144,IR 90226-72-3-2-1-3,IR 65564-44-5-1/NSIC RC 158//NSIC RC 158,B3373,1,1,9,20130608,88,118,118,23,9.1,3001,,1137,3172,3,,5,7,3,1,7,14-Oct,
237,B1165,3425587,IR12N145,IR 90226-82-3-3-1-2,IR 65564-44-5-1/NSIC RC 158//NSIC RC 158,B3374,1,3,28,20130608,88,118,113,17,9.8,2209,,3061,2317,,,3,9,1,1,5,05-Oct,
67,B1166,3523254,IR12N146,IR 90228-1-3-3-3-2,IR 72890-81-3-2/NSIC RC 158//IRRI 154,B3375,1,8,1,20130608,86,116,128,20,10.3,2993,,2539,3122,9,,3,5,0,1,1,10-Oct,
178,B1166,3523254,IR12N146,IR 90228-1-3-3-3-2,IR 72890-81-3-2/NSIC RC 158//IRRI 154,B3375,2,5,21,20130608,88,118,123,19,9.6,2844,,2158,2990,7,,,,,1,1,04-Oct,ok
363,B1477,3425638,IR12N149,IR 90230-191-1-2-1-2,IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498,B3376,1,10,66,20130608,90,120,129,18,12,2599,,3081,2659,7,S,5,9,2,1,5,10-Oct,"shb, clean pan"
548,B1478,3425650,IR12N151,IR 90231-147-3-3-2-2,IR01N110/NSIC RC 158//SAKHA 104,B3377,1,4,53,20130608,85,115,124,13,10.2,2465,1,2112,2574,5,S,5,7,4,1,5,10-Oct,shb
624,B1479,3425655,IR12N152,IR 90231-196-3-1-2-1,IR01N110/NSIC RC 158//SAKHA 104,B3378,1,2,63,20130608,93,123,134,12,11.4,2355,,,2426,5,S,7,7,0,7,5,14-Oct,"poor, Bb, shb, aborted tips"
267,B1167,3425753,IR12N161,IR 91000-8-3-3-3,FEDEARROZ 50/IRRI 123,B3380,1,2,3,20130608,87,117,132,16,10.4,2658,,2947,2769,5,,3,3,0,1,7,10-Oct,
425,B1480,3425765,IR12N163,IR 91000-53-1-3-3,FEDEARROZ 50/IRRI 123,B3638,1,8,62,20130608,90,120,134,20,10.4,2421,,2007,2522,,,5,7,0,1,5,14-Oct,few segregn
298,B1168,3425768,IR12N164,IR 91000-81-3-2-3,FEDEARROZ 50/IRRI 123,B3381,1,1,33,20130608,83,113,125,19,10.1,3174,,2449,3318,3,,9,9,3,1, 1/7,07-Oct,
88,B1169,3425772,IR12N165,IR 91002-12-3-1-1,FEDEARROZ 50/IR07F289,B6042,1,8,22,20130608,87,117,127,15,10.3,3230,,2921,3369,,,9,5,4,1,3/5,07-Oct,shb
253,B1169,3425772,IR12N165,IR 91002-12-3-1-1,FEDEARROZ 50/IR07F289,B6042,2,3,12,20130608,90,120,129,12,10.8,3022,,2183,3134,5,,,,,1,7,10-Oct,
556,B1481,3425782,IR12N166,IR 91006-18-2-3-2,GIZA 178/IR06M139,B3382,1,4,61,20130608,91,121,127,13,11.9,2299,,2669,2355,5,,7,5,0,1,5,17-Oct,
384,B1482,3425790,IR12N168,IR 91006-88-1-3-1,GIZA 178/IR06M139,B3383,1,9,46,20130608,88,118,129,17,10.2,2835,,2007,2960,9,S,5,3,0,1,5,10-Oct,shb
561,B1483,3425795,IR12N169,IR 91007-91-2-2-3,GIZA 178/MTU 1010,B3384,1,4,66,20130608,88,118,122,17,10.3,2689,,2405,2805,7,,9,3,0,1,5,14-Oct,compact
94,B1170,3523619,IR12N170,IR 91031-86-3-2-2,IRRI 164/IR 72102-4-159-1-3-3-3 (NSIC RC 112),B3385,1,8,28,20130608,83,113,119,15,10.1,2218,,2807,2319,7,S,5,7,4,1,3/5,30-Sep,"shb, nb"
497,B1484,3425878,IR12N171,IR 91032-73-1-1-2,IR02A127/COCODRIE,B3386,1,5,65,20130608,88,118,127,10,10.1,2268,,1984,2371,7,,7,5,0,1,5,07-Oct,"shb, NB"
32,B1171,3426620,IR12N173,IR 91036-9-1-3-3,IR02N211/MTU 1010,B3387,1,10,32,20130608,79,109,116,18,10.3,2712,,1859,2829,7,,5,3,0,1,5,30-Sep,
224,B1172,3426627,IR12N175,IR 91036-147-2-2-1,IR02N211/MTU 1010,B3388,1,4,26,20130608,83,113,122,21,10.5,2563,,2727,2667,9,S,3,3,0,1,5,30-Oct,"not so uniform, bb"
365,B1485,3523643,IR12N176,IR 91040-23-3-2-2,NSIC RC 158/IRRI 154,B3389,1,9,65,20130608,90,120,126,17,10.5,2893,,1921,3011,5,,9,9,0,1,7,17-Oct,
156,B1173,3522616,IR12N177,IR 91041-24-1-2-3,NSIC RC 158/PUSA BASMATI,B3639,1,6,24,20130608,88,118,119,16,9.9,2901,,2367,3039,,,3,5,3,1,1,03-Oct,spreading
490,B1486,3522633,IR12N178,IR 91041-129-2-3-2,NSIC RC 158/PUSA BASMATI,B3640,1,6,61,20130608,88,118,123,17,9.6,2759,3,1988,2900,5,,5,7,3,1,1,04-Oct,
537,B1487,3522635,IR12N179,IR 91041-142-1-3-1,NSIC RC 158/PUSA BASMATI,B3390,1,4,42,20130608,84,114,132,15,11.4,2490,,2872,2565,5,S,5,7,1,1,7,14-Oct,"bb, spreading type"
239,B1174,3522694,IR12N181,IR 91062-86-3-3-3,IR05A117/NSIC RC 158,B3392,1,3,26,20130608,86,116,114,15,8.7,2573,,2595,2732,,,3,7,0,1, 1/7,03-Oct,
227,B1175,3426751,IR12N183,IR 91070-73-1-3-2,IR05N128/IR06M139,B3393,1,4,29,20130608,83,113,130,16,9.8,2822,3,2197,2960,3,,5,5,3, 1/7,7,07-Oct,
391,B1488,3522744,IR12N184,IR 91074-8-2-2-2,IR05N160/IRRI 154,B3641,1,9,39,20130608,87,117,124,16,11.5,2585,,3092,2660,3,,3,3,1,1,05-Mar,10-Oct,
394,B1489,3426043,IR12N186,IR 91075-37-3-2-2,IR05N160/IR06M139,B3394,1,9,36,20130608,88,118,135,12,11,2663,,2951,2756,9,S,3,5,3,7,5,14-Oct,shb
180,B1176,3426076,IR12N189,IR 91075-83-3-2-2,IR05N160/IR06M139,B3395,1,5,19,20130608,90,120,122,17,10.5,2688,3,2647,2797,03-Oct,,3,1,4,1,5,10-Oct,
400,B1490,3426078,IR12N190,IR 91076-20-3-1-1,IR05N160/MTU 1010,B3396,1,8,37,20130608,81,111,128,15,9.5,2722,,1555,2864,5,,7,7,3,1,5,03-Oct,
629,B1491,3426083,IR12N191,IR 91076-32-1-2-3,IR05N160/MTU 1010,B3397,1,1,65,20130608,90,120,138,16,11.3,2447,,,2524,7,S,7,5,3,1,7,17-Oct,
125,B1177,3426085,IR12N192,IR 91076-43-3-3-2,IR05N160/MTU 1010,B6047,1,7,8,20130608,86,116,122,16,9.3,1897,,2503,2001,9,S,3,1,4,1,3/5,07-Oct,
360,B1492,3426090,IR12N193,IR 91076-117-1-1-1,IR05N160/MTU 1010,B3398,1,10,63,20130608,89,119,137,20,8.8,2556,,2492,2711,9,S,7,5,3,1,5,14-Oct,shb
161,B1178,3523022,IR12N195,IR 91082-27-3-1-2,IR05N170/IRRI 154,B3399,1,6,29,20130608,84,114,129,17,10,2520,,2480,2637,,,3,1,0,1,1,09-Oct,not so good
591,B1493,3523032,IR12N196,IR 91082-56-3-3-3,IR05N170/IRRI 154,B3400,1,3,37,20130608,88,118,128,21,10.7,2592,,,2691,9,S,5,3,1,1,5,14-Oct,
598,B1494,3426100,IR12N198,IR 91083-15-2-3-2,IR05N170/MTU 1010,B3401,1,2,37,20130608,87,117,112,18,9.6,3129,,,3289,,,3,3,2,1,1,14-Oct,
331,B1495,3426102,IR12N199,IR 91083-30-1-2-1,IR05N170/MTU 1010,B3642,1,10,34,20130608,91,121,124,12,10.4,2671,,1952,2783,3,,3,3,0,1,1,10-Oct,
403,B1496,3426113,IR12N200,IR 91083-87-2-3-3,IR05N170/MTU 1010,B3402,1,8,40,20130608,92,122,135,15,9.3,2220,,2866,2341,7,S,5,3,0, 1/5,05-Mar,17-Oct,shb
346,B1497,3426115,IR12N201,IR 91083-111-3-2-2,IR05N170/MTU 1010,B3643,1,10,49,20130608,95,125,132,17,10.8,1239,,2220,1285,9,S,5,3,0,1,1,10-Oct,shb
71,B1179,3426756,IR12N203,IR 91086-3-1-1-1,IR05N181/IR06M139,B3403,1,8,5,20130608,81,111,114,17,12,3007,,2985,3077,9,,3,1,0,1,3/5,27-Sep,
96,B1180,3426124,IR12N204,IR 91087-7-2-2-2,IR05N181/MTU 1010,B6030,1,8,30,20130608,91,121,133,20,11.4,1252,,3121,1290,5,S,9,1,0,1,5,09-Oct,shb
193,B1180,3426124,IR12N204,IR 91087-7-2-2-2,IR05N181/MTU 1010,B6030,2,5,6,20130608,91,121,131,17,10.7,2480,,3146,2575,9,S,,,,1,5,09-Oct,shb
615,B1498,3426130,IR12N205,IR 91087-26-3-2-2,IR05N181/MTU 1010,B3404,1,2,54,20130608,86,116,135,15,12.1,2714,,,2774,7,S,7,3,1,1,7,10-Oct,shb
86,B1181,3426136,IR12N207,IR 91087-88-3-2-2,IR05N181/MTU 1010,B3405,1,8,20,20130608,85,115,118,18,10.4,2985,,2829,3110,7,,3,5,3,1,5,07-Oct,"good, erect, good grain"
198,B1182,3522834,IR12N208,IR 91102-12-3-2-2,IR06N170/PUSA BASMATI,B3406,1,5,1,20130608,90,120,134,19,11,2848,,2573,2947,5,,3,3,4,1,1,10-Oct,
311,B1183,3426373,IR12N213,IR 91127-69-3-3-2,SAKHA 104/IRRI 154,B3407,1,1,20,20130608,91,121,129,17,9.8,2567,,2893,2692,,,3,3,4,1,5,14-Oct,"lax pan, aborted tips"
119,B1184,3426439,IR12N216,IR 91134-125-3-1-2,THADOKKHAM 1/NSIC RC 158,B3408,1,7,14,20130608,88,118,125,16,9.9,2929,,2841,3069,3,,3,1,0,1,7,14-Oct,
259,B1185,3426849,IR12N218,IR 91509-50-1-2-1,IR06N141/TDK 1//IR 71676-90-2-2,B3409,1,3,6,20130608,89,119,144,17,11.3,2882,1,3104,2972,7,S,5,1,3,1,7,10-Oct,Tall
325,B1186,3426474,IR12N219,IR 91510-113-2-3-1,IR06N147/TDK 1//IR 72164-348-6-2-2-2,B3410,1,1,6,20130608,86,116,138,15,10.4,2604,,1469,2713,7,,3,3,3,1,5,05-Oct,"tall, rainfed-type"
338,B1499,3426859,IR12N220,IR 91512-15-1-1-2,IR06M139/IR 77298-5-6-18//IRRI 164,B3411,1,10,41,20130608,92,122,129,13,12,2745,2,1640,2809,7,,5,5,0,1,1,10-Oct,shb
572,B1500,3426488,IR12N222,IR 91522-9-3-2-3,IR08L420/MTU 1010//IR05N181,B3412,1,3,56,20130608,89,119,120,19,11,2734,,2524,2829,7,S,7,7,1,1,7,10-Oct,bb 
589,B1501,3426888,IR12N224,IR 92233-16-1-1-1,NSIC RC 158/TEQING,B3413,1,3,39,20130608,93,123,120,13,9.1,2473,,,2614,5,,5,5,0,1,7,17-Oct,"good PA, green"
102,B1187,3426891,IR12N225,IR 92233-19-3-3-1,NSIC RC 158/TEQING,B3414,1,7,31,20130608,90,120,104,18,11.6,3233,,2295,3323,,,3,9,0,1,7,10-Oct,
249,B1188,3426895,IR12N226,IR 92233-33-3-2-2,NSIC RC 158/TEQING,B6058,1,3,16,20130608,92,122,126,18,10.7,2447,,2595,2541,3,,5,9,0,1,7,09-Oct,
541,B1502,3426973,IR12N231,IR 92239-13-3-2-2,IR02N211/TEQING,B3415,1,4,46,20130608,86,116,128,14,12.2,2699,,2863,2755,7,,5,5,0,1,5,14-Oct,shb
473,B1503,3426975,IR12N232,IR 92239-29-2-3-1,IR02N211/TEQING,B3416,1,6,44,20130608,92,122,119,17,10.9,2587,,2157,2680,7,S,5,5,0,1,7,14-Oct,
382,B1504,3426985,IR12N234,IR 92239-78-3-1-2,IR02N211/TEQING,B3417,1,9,48,20130608,92,122,127,13,10.9,2696,,2988,2793,9,S,5,5,0,1,5,10-Oct,
652,B1505,3427079,IR12N235,IR 92244-18-2-1-3,IR05N128/TEQING,B3644,1,1,42,20130608,93,123,129,10,10.5,3330,,,3466,5,S,5,5,0,1,7,14-Oct,very long erect flags
414,B1506,3427084,IR12N237,IR 92244-68-1-3-2,IR05N128/TEQING,B3418,1,8,51,20130608,88,118,123,17,10.7,2146,,2846,2228,3,,3,7,4,1,5,10-Oct,shb
599,B1507,3427093,IR12N238,IR 92245-36-3-2-2,IR05N160/TEQING,B3645,1,2,38,20130608,91,121,123,17,8.9,2928,,,3102,7,S,7,7,0,1,5,14-Oct,
386,B1508,3427096,IR12N239,IR 92245-65-1-2-2,IR05N160/TEQING,B3419,1,9,44,20130608,90,120,125,18,10.1,2231,,2544,2332,7,S,5,9,2,1,1,14-Oct,
334,B1509,3427099,IR12N240,IR 92245-68-3-2-2,IR05N160/TEQING,B3420,1,10,37,20130608,88,118,128,12,11,2770,,1749,2867,7,,5,9,0,1,1,10-Oct,shb
644,B1510,3427106,IR12N241,IR 92245-92-1-3-3,IR05N160/TEQING,B3421,1,1,50,20130608,91,121,122,12,10.7,2405,,,2497,3,,3,7,1,7,5,11-Oct,"Bb,shb"
580,B1511,3427115,IR12N242,IR 92246-85-3-2-3,IR05N170/TEQING,B3646,1,3,48,20130608,93,123,115,12,10.7,3433,,,3565,,,9,7,1,1,5,14-Oct,"Good, compact"
504,B1512,3427172,IR12N244,IR 92251-11-1-3-3,IR06N156/TEQING,B3422,1,5,58,20130608,90,120,137,11,11.8,2136,1,2604,2191,7,S,5,5,1,1,05-Mar,10-Oct,"bb, shb"
129,B1189,3427174,IR12N245,IR 92251-40-2-2-2,IR06N156/TEQING,B3423,1,7,4,20130608,80,110,106,13,10,2789,,2856,2919,,,5,7,0,1,7,03-Oct,"few off types, shb"
645,B1513,3425552,IR12N247,IR 90218-50-3-2-2-3,IR05N173/IR02W101//COLOMBIA XXI,B3647,1,1,49,20130608,94,124,136,14,12.6,2210,,,2246,,,5,9,0,1,3,17-Oct,
654,B1514,3425553,IR12N248,IR 90218-52-2-2-3-1,IR05N173/IR02W101//COLOMBIA XXI,B3424,1,1,40,20130608,90,120,125,13,9.3,2202,,,2322,,,5,7,0,1,1,14-Oct,
623,B1515,3523215,IR12N249,IR 90223-2-3-3-2-2,IR05N204/IR01W102//IRRI 145,B3648,1,2,62,20130608,92,122,127,13,10.1,2803,,,2930,,,,,1,1,7,14-Oct,aborted tips
564,B1516,3425601,IR12N252,IR 90229-68-1-3-3-1,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3649,1,3,64,20130608,95,125,143,12,13,2142,,2409,2167,7,S,5,5,0,1,1,20-Oct,
484,B1570,3425605,IR12N253,IR 90229-74-1-3-1-2,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3650,1,6,55,20130608,94,124,139,17,10.5,2262,,2299,2354,9,S,5,5,0,1,1,17-Oct,
546,B1570,3425605,IR12N253,IR 90229-74-1-3-1-2,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3650,2,4,51,20130608,95,125,137,22,10.4,2986,,1878,3111,5,S,,,,1,1,14-Oct,
555,B1517,3425611,IR12N254,IR 90229-141-3-3-2-2,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3651,1,4,60,20130608,99,129,122,12,12,1533,,2424,1569,7,,7,7,1,1,5,20-Oct,
571,B1518,3425696,IR12N259,IR 90238-60-2-1-2-3,IR02N195/IRRI 145//IR 6 (PAKISTAN),B3652,1,3,57,20130608,97,127,133,12,9.3,1984,,2650,2092,5,S,9,7,4,1,7,20-Oct,
31,B1190,3425756,IR12N260,IR 91000-25-3-3-3,FEDEARROZ 50/IRRI 123,B6450,1,10,31,20130608,94,124,118,18,11.3,2842,,2925,2931,,,5,7,3,1,7,14-Oct,
660,B1519,3522627,IR12N264,IR 91041-87-3-2-2,NSIC RC 158/PUSA BASMATI,B3425,1,1,34,20130608,89,119,150,13,11.1,2707,,,2798,7,,7,7,3,1,1,14-Oct,
91,B1191,3522944,IR12N266,IR 91057-12-3-1-2,IR04A427/NSIC RC 158,B3653,1,8,25,20130608,92,122,119,20,10.3,2607,,2614,2719,,,3,1,4,1,5,09-Oct,
415,B1520,3522950,IR12N267,IR 91057-54-2-1-2,IR04A427/NSIC RC 158,B3654,1,8,52,20130608,93,123,135,15,10.5,2687,,2305,2796,7,S,5,7,0,1,1,17-Oct,
569,B1521,3522956,IR12N268,IR 91057-81-3-2-2,IR04A427/NSIC RC 158,B3655,1,3,59,20130608,96,126,123,15,9.9,2675,,2689,2803,,,5,7,3,1,7,17-Oct,
581,B1522,3522699,IR12N269,IR 91062-113-1-3-2,IR05A117/NSIC RC 158,B3656,1,3,47,20130608,94,124,112,11,10.1,3223,,,3369,,,5,5,3,1,1,14-Oct,lax panicle
341,B1523,3522996,IR12N270,IR 91067-34-2-2-3,IR05N128/NSIC RC 158,B3426,1,10,44,20130608,86,116,114,13,10.1,2363,,3060,2470,,,5,5,3,1,5,09-Oct,
520,B1524,3522710,IR12N271,IR 91068-14-3-3-1,IR05N128/IRRI 143,B3427,1,5,42,20130608,83,113,124,16,10.2,2714,3,3241,2834,9,,5,3,1,1,5,07-Oct,shb
487,B1525,3522715,IR12N272,IR 91068-20-3-3-3,IR05N128/IRRI 143,B3428,1,6,58,20130608,85,115,124,15,10.2,2419,,2523,2526,7,S,5,3,1,1,5,07-Oct,
538,B1526,3522731,IR12N274,IR 91073-11-1-1-1,IR05N160/IRRI 143,B3657,1,4,43,20130608,94,124,122,13,9.8,2503,3,2714,2625,,,9,3,0,1,7,14-Oct,japonica type; shb
563,B1527,3522738,IR12N275,IR 91073-64-1-2-2,IR05N160/IRRI 143,B3429,1,3,65,20130608,94,124,128,15,10.5,1771,,2750,1843,5,S,7,5,2,1,5,17-Oct,leaf folder damge
366,B1528,3522757,IR12N277,IR 91074-45-1-3-3,IR05N160/IRRI 154,B3658,1,9,64,20130608,95,125,123,14,11.8,1838,,2137,1885,7,S,5,5,2,1,7,14-Oct,
395,B1571,3522776,IR12N278,IR 91080-5-3-3-1,IR05N170/NSIC RC 158,B6440,1,9,35,20130608,95,125,122,14,10.8,1640,,2640,1701,9,S,5,5,1,7,1,17-Oct,"bb, seed discoloration"
522,B1571,3522776,IR12N278,IR 91080-5-3-3-1,IR05N170/NSIC RC 158,B6440,2,5,40,20130608,93,123,125,16,10.4,2268,,3129,2363,5,S,,,,1,1,17-Oct,
404,B1529,3522801,IR12N279,IR 91081-67-3-3-2,IR05N170/IRRI 143,B3659,1,8,41,20130608,90,120,116,13,10.5,2438,,2754,2537,,,3,7,0,1,1,14-Oct,
453,B1530,3523013,IR12N280,IR 91082-9-3-3-2,IR05N170/IRRI 154,B3430,1,7,43,20130608,94,124,125,14,10.4,2450,,2656,2553,,,3,7,0,1,1,09-Oct,
23,B1192,3523018,IR12N281,IR 91082-22-3-2-1,IR05N170/IRRI 154,B6085,1,10,23,20130608,90,120,110,18,10.8,3279,,3127,3401,,,3,1,0,1,1,10-Oct,
517,B1531,3426427,IR12N284,IR 91134-13-3-2-2,THADOKKHAM 1/NSIC RC 158,B3660,1,5,45,20130608,87,117,112,17,9.8,2191,,2143,2298,,,9,5,3,1,7,14-Oct,"shb, few segregation"
17,A1193,3658781,IR13A102,IR 92387-21-1-1-1,IR 83317-50-1-2-2/IR05A125,M6512,1,10,17,20130608,87,117,128,25,11.5,2379,,2812,2448,9,S,5,1,0,1,7,10-Oct,shb
192,A1194,3658871,IR13A106,IR 92445-4-3-1-1,OM 4900/IR04A428,A6519,1,5,7,20130608,89,119,125,18,9.2,2806,,3103,2963,3,,5,3,5,1,7,10-Oct,shb
153,A1195,3658875,IR13A107,IR 92445-8-1-1-2,OM 4900/IR04A428,A6520,1,6,21,20130608,92,122,125,16,13.1,2856,,2728,2886,5,,3,5,4,1,7,17-Oct,shb
327,A1195,3658875,IR13A107,IR 92445-8-1-1-2,OM 4900/IR04A428,A6520,2,1,4,20130608,90,120,131,24,10.4,3093,,1483,3222,,,,,,1,5,10-Oct,
236,A1196,3658891,IR13A109,IR 92445-93-3-3-3,OM 4900/IR04A428,A6522,1,3,29,20130608,89,119,116,14,11.4,3188,,2820,3284,5,,3,5,3,1,5,10-Oct,"good PA, erect green"
77,A1197,3658934,IR13A111,IR 92640-25-3-1-1,IR06M138/PSB RC 64 (IR 59552-21-3-2-2)//IR06M139,A6526,1,8,11,20130608,87,117,119,15,11.6,2595,,1771,2667,,,3,7,1,1,7,10-Oct,"false smut, shb"
