GID,ENTRY!,DESIGNATION,PARENTS,ENTRYNO,PLOT,SOURCE,MATGP!,REP!,ROW,COLUMN,FLW,MATURITY,PLTHGT,TILLER,14MC,PLOTYIELD,MISSHILL,CPY,GRNYLD(Y/ha),BLAST,BB1,BPH,GLH,HARVESTDATE
3522699,IR12N269,IR 91062-113-1-3-2,IR05A117/IRRI 146,B3656,691,A5521,2,1,8,35,95,125,102,18,13.9,6736,,,8920,0,1,5,3,2013-04-15
2450968,IR09N520,IR 83353-48-2-2-2,IRRI 135/IRRI 146,B3586,692,B2879,2,1,8,34,86,116,102,17,9.7,6110,2,6175,8577,1,1,3,5,2013-04-09
3022947,IR11A282,IR 87527-119-1-2-4,IR04A427/BR 29,A3494,693,A3157,2,1,8,33,98,128,141,17,11.2,8050,,,10995,2,1,7,3,2013-04-17
3427045,IR12A289,IR 92242-6-3-3-2,IR04A427/TEQING,A3533,694,A5269,2,1,8,32,91,121,106,17,13.9,7425,2,7504,9938,1,1,5,5,2013-04-12
2403712,CR1009-SUB1,IR07F291,CR 1009*3/IR 49830-7-1-2-3,F3693,695,F2166,2,1,8,31,104,134,116,18,12.8,5478,,,7347,3,1,7,9,2013-04-29
3220090,IR11N239,IR 89191-19-3-3-3,IR05A117/IRRI 115//IRRI 146,B3620,696,B2990,2,1,8,30,91,121,103,18,11.1,5791,5,5948,8134,0,7,5,3,2013-04-12
2020800,IR06N233,IR 81178-25-2-2-3,IR 72158-16-3-3/IR01A154//IRRI 118,B3559,697,B2918,2,1,8,29,87,117,97,15,12.1,5582,1,5612,7587,0,1,7,5,2013-04-10
3522731,IR12N274,IR 91073-11-1-1-1,IR05N160/IRRI 143,B3657,698,A5526,2,1,8,28,94,124,99,11,13.9,6287,1,6320,8370,0,1,3,5,2013-04-15
1845120,IR06N209,IR 80860-53-1-3,IR 71700-247-1-1-2/IRRI 104,B3557,699,B2731,2,1,8,27,79,109,96,14,10.8,5078,,,6967,0,1,7,5,2013-04-06
2697238,IR10A134,IR 85634-15-3-3-1,IR04A285/JANAKI,A3477,700,A2859,2,1,8,26,86,116,96,18,11.4,7096,2,7172,9773,4,1,3,7,2013-04-09
3157718,IR11A429,IR 88696-131-1-3-3,IR 62161-184-3-1-3-2 R/IR02W101,A3508,701,A2967,2,1,9,26,89,119,104,13,10.9,5945,,,8147,3,1,7,5,2013-04-10
1838072,IR06M150,IR 80482-93-2-3-1,MEM BERANO/PADI ABANG GOGO,M3678,702,M2839,2,1,9,27,86,116,100,18,10.2,6512,1,6547,9042,3,1,5,3,2013-04-12
2754625,IR10N186,IR 85133-97-3-1-3-3,IR 63896-60-3-1-2/IR 71676-106-10-3//IRRI 123,B3601,703,B2983,2,1,9,28,85,115,91,12,12,5821,4,5947,8049,3,1,5,5,2013-04-10
2471953,IR09N465,IR 84038-93-2-2-3,IR 68544-29-2-1-3-1-2/IRRI 146//IR 72890-81-3-2-2,B3580,704,B3122,2,1,9,29,93,123,112,11,14,5989,,,7922,0,1,1,3,2013-04-12
3246513,IR11F267,IR 89262-SUB 5-2-3-2,MANAW THUKHA/IR 71701-28-1-4//IRRI 149,F3670,705,F2135,2,1,9,30,102,132,105,14,10.1,5145,1,5172,7152,2,1,1,3,2013-04-20
2697186,IR10A143,IR 85639-94-2-3-2,IR05A221/IR 64680-81-2-2-1-3,A3479,706,A3008,2,1,9,31,90,120,101,13,11.7,5757,4,5881,7988,0,1,7,5,2013-04-12
1838097,IR06M144,IR 80482-66-3-3-3,MEM BERANO/PADI ABANG GOGO,M3676,707,M2937,2,1,9,32,87,117,99,12,9.1,5947,5,6109,8541,0,1,5,3,2013-04-07
2971770,IR11A193,IR 87464-106-1-2-3,BR 29/JANAKI,A3491,708,A3056,2,1,9,33,90,120,111,16,13,7102,2,7178,9605,0,7,5,5,2013-04-15
1960911,IR06A148,IR 80894-95-1-1-1,IR02A127/JANAKI,A3458,709,A3005,2,1,9,34,91,121,109,15,11.6,6488,1,6523,8868,1,1,5,5,2013-04-12
3346776,IR12N112,IR 90211-18-1-3-3,IR 74286-107-2-3/IR 68552-100-1-2-2//IRRI 146,B3630,710,A5474,2,1,9,35,87,117,101,13,9.4,5659,2,5720,7970,1,1,5,3,2013-04-09
3272343,IR12N106,IR 88718-51-2-1-1-3,IR 73711-130-1-3-1/IRRI 145,B3626,711,A5468,2,1,9,36,90,120,105,15,11,6350,,,8692,0,,7,5,2013-04-17
3128666,IR10F365,IR 87439-BTN-145-2-1,IR 70215-4-CPA 3-1-3-1/IRRI 146,F3664,712,F2113,2,1,9,37,86,116,104,14,10,6144,,,8505,1,1,7,5,2013-04-06
1838086,IR06M147,IR 80482-73-1-3-2,MEM BERANO/PADI ABANG GOGO,M3677,713,M2887,2,1,9,38,87,117,98,13,10.4,5917,,,8154,4,1,5,3,2013-04-09
2697336,IR10N238,IR 85155-22-2-2-2-2,IR01N126/IR02N174//IR 72903-121-2-1-2,B3606,714,B3130,2,1,9,39,87,117,120,17,13.7,7865,,,10440,5,1,1,3,2013-04-15
2696697,IR10N272,IR 85627-100-3-3-2,IR01W106/IR 71676-90-2-2,B3610,715,B2987,2,1,9,40,88,118,101,14,11.2,6663,7,6919,9450,4,1,5,3,2013-04-10
3346766,IR12A111,IR 90204-178-2-3-2,IRRI 168/IR01W102//IR 65482-4-136-2-2-B,A3516,716,A5422,2,1,9,41,86,116,101,14,12.9,6263,2,6330,8480,3,1,7,5,2013-04-10
2432692,IR09N543,IR 83330-84-1-2-3,IR 73707-45-3-2-3/IRRI 146,B3592,717,B3072,2,1,9,42,88,118,100,16,9.8,5116,,,7098,3,1,5,3,2013-04-09
447391,IRRI119,PSB RC 68,IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105,A3661,718,A5540,2,1,9,43,89,119,118,14,12.9,7714,1,7755,10389,4,1,5,5,2013-04-13
3522744,IR12N184,IR 91074-8-2-2-2,IR05N160/IRRI 154,B3641,719,B5345,2,1,9,44,88,118,105,16,12.5,5343,,,7191,1,1,5,3,2013-04-12
3272882,IR12A109,IR 90203-14-2-3-1,IRRI 168/IR 65482-4-136-2-2-B//JANAKI,A3515,720,A5418,2,1,9,45,97,127,110,14,13.2,6891,1,6928,9249,3,1,9,7,2013-04-20
3023555,IR11A303,IR 87530-105-2-3-3,IR04A427/IR 72875-94-3-3-2,A3501,721,A2913,2,1,9,46,92,122,107,17,11.6,7221,1,7259,9870,3,1,3,5,2013-04-12
2472584,IR09N190,IR 83650-59-2-5-2-2,DONGANBYEO/PSBRC 82//AREUMBYEO,B3572,722,B3026,2,1,9,47,88,118,104,15,10.1,7152,,,9889,1,1,5,5,2013-04-17
2758426,IR10A152,IR 85244-12-2-2-3-3,IRRI 126/IRRI 164//IR05F102/IR 66946-3R-178-1-1,A3480,723,A2808,2,1,9,48,83,113,108,17,10.5,6852,,,9432,4,1,7,9,2013-04-09
3022970,IR11A284,IR 87527-186-2-3-3,IR04A427/BR 29,A3495,724,A3057,2,1,9,49,90,120,122,16,11.1,5978,,,8174,1,7,7,7,2013-04-13
2858710,IR10A227,IR 85819-50-3-2-1-3,IR01A154/IR 72870-19-2-2-3//IRRI 123,A3484,725,A2961,2,1,9,50,89,119,111,15,13.5,7838,3,7964,10596,2,1,5,5,2013-04-13
2972293,IR11A293,IR 87529-6-1-2-1,IR04A427/IR00A109,A3498,726,A3012,2,1,10,50,95,125,110,19,12.8,7420,3,7540,10112,2,1,7,3,2013-04-12
3425552,IR12N247,IR 90218-50-3-2-2-3,IR05N173/IR02W101//COLOMBIA XXI,B3647,727,A5478,2,1,10,49,94,124,104,16,10.7,5602,,,7694,0,1,3,3,2013-04-13
2403712,CR1009-SUB1,IR07F291,CR 1009*3/IR 49830-7-1-2-3,F3694,728,F2166,2,1,10,48,104,134,107,13,13.6,7838,,,10416,3,1,,7,2013-04-29
3347461,IR12N122,IR 90221-140-2-3-3,IR05N204/IR02W101//IR 65620-192-3-3-3-2,B3632,729,A5487,2,1,10,47,87,117,86,22,13,6167,,,8252,0,1,5,5,2013-04-10
1111251,IR03N137,IR 77186-148-3-4-3,IRRI 134/IR 70479-45-2-3//IR 64680-81-2-2-1-3,B3542,730,B2915,2,1,10,46,85,115,101,13,10.7,6047,2,6112,8394,0,1,3,3,2013-04-06
1855997,IR06N183,IR 80692-64-3-2-1,IR 73006-12-3-3-2/IR 68552-100-1-2-2//IR 68450-36-3-2-2-3,B3556,731,B2814,2,1,10,45,83,113,89,15,9.6,5528,2,5587,7768,0,1,7,3,2013-04-06
1401800,IR05N341,IR 79504-48-1-6-2,IR 73707-56-5-1-2/IR 73707-45-3-2-3,B3547,732,B3115,2,1,10,44,97,127,120,14,11.2,7429,,,10147,2,1,3,3,
3425611,IR12N254,IR 90229-141-3-3-2-2,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3651,733,A5495,2,1,10,43,100,130,108,18,12.8,6228,,,8353,0,1,5,5,2013-04-29
3425858,IR12A158,IR 91027-77-3-1-3,IR01A111/IR06M139,A3521,734,A5138,2,1,10,42,90,120,105,17,14,6760,,,8942,0,1,5,7,2013-04-12
1401730,IR05N419,IR 79585-61-2-3-3,IR 72887-34-2-1-3/IR 73707-45-3-2-3,B3550,735,B3116,2,1,10,41,95,125,106,16,11.1,6742,2,6814,9317,2,1,7,5,2013-04-17
3246650,IR11F239,IR 88789-SUB 64-2-2-3,MEKONGGA/IR07F289,F3668,736,F2131,2,1,10,40,90,120,101,17,12.5,6439,,,8666,0,1,3,5,2013-04-12
3347484,IR12N124,IR 90227-178-3-2-2,IR 72164-348-6-2-2-2/IR 65620-192-3-3-3-2//IR BB 60-1,B3633,737,A5492,2,1,10,39,95,125,105,15,11.4,6627,5,6807,9276,0,1,5,5,2013-04-17
2858743,IR10A234,IR 85828-89-3-2-3-3,IR04A115/IR 72875-94-3-3-2//IRRI 135,A3486,738,A2962,2,1,10,38,85,115,109,14,9.8,5558,1,5588,7752,0,1,3,5,2013-04-09
3426193,IR12A220,IR 91096-96-2-3-2,IR06M139/IRRI 123,A3528,739,A5200,2,1,10,37,86,116,110,18,10.8,5869,,,8052,0,1,7,5,2013-04-12
2337754,IR08N134,IR 82489-7-2-2-2,IR 72967-12-2-3/PR 31090-33-2-1,B3564,740,B2973,2,1,10,36,90,120,104,18,9.9,6770,2,6842,9482,1,1,3,5,2013-04-13
3023603,IR11A314,IR 87531-111-2-2-3,IR04A427/IR 73006-12-3-3-2,A3503,741,A2965,2,1,10,35,90,120,114,16,12.6,6430,,,8644,0,1,5,5,2013-04-10
2450817,IR09N542,IR 83824-20-3-3,IR00A109/IR 72967-170-1-2-3-2,B3591,742,B2924,2,1,10,34,87,117,104,17,9.5,6306,,,8778,0,1,3,,2013-04-12
2754861,IR10A155,IR 85613-53-2-1-2,IR02W101/IRRI 105,A3481,743,A2861,2,1,10,33,87,117,108,17,11.3,6179,,,8430,0,1,5,5,
2697369,IR10N216,IR 85147-45-1-2-3-2,IR 73012-15-2-2-1/IR01N144//IR 72890-81-3-2-2,B3603,744,B3081,2,1,10,32,93,123,100,17,13.4,6452,2,6521,8686,4,1,5,3,2013-04-15
2336574,IR08N185,IR 82786-114-2-3-3,IR 72967-12-2-3/IR01N142//IRRI 123,B3570,745,B2974,2,1,10,31,89,119,96,14,11.7,6328,,,8594,3,1,3,3,
3522654,IR12A184,IR 91052-49-1-3-2,IRRI 154/IRRI 143,A3525,746,A5164,2,1,10,30,86,116,105,15,10.4,6290,,,8668,3,1,7,5,2013-04-09
2472005,IR09N473,IR 84022-54-2-2-2,JANAKI/IR02N463//IRRI 123,B3581,747,B3173,2,1,10,29,96,126,105,16,12.5,7136,3,7251,9759,2,1,3,5,2013-04-17
3522956,IR12N268,IR 91057-81-3-2-2,IR04A427/IRRI 146,B3655,748,A5520,2,1,10,28,95,125,98,18,13.5,6639,2,6710,8927,4,1,7,3,2013-04-13
3158779,IR11A583,IR 89204-36-2-1-3,IR06F561/IR 72875-94-3-3-2//Mae khaw,A3512,749,A2812,2,1,10,27,85,115,112,12,9.6,5861,2,5924,8236,4,1,5,5,2013-04-09
2697046,IR10N289,IR 85649-118-2-1-1,IR05N334/IR 72225-20-3-2-3,B3611,750,B3087,2,1,10,26,90,120,113,17,11.1,5917,,,8091,3,1,5,5,2013-04-12
1960929,IR06A150,IR 80897-84-2-2-1,IR02A127/IR 64,A3459,751,A3051,2,2,11,26,92,122,110,14,12.1,6985,,,9444,,,,,2013-04-17
2696697,IR10N272,IR 85627-100-3-3-2,IR01W106/IR 71676-90-2-2,B3610,752,B2987,2,2,11,27,86,116,94,13,11.6,6443,3,6547,8902,,,,,2013-04-12
2697369,IR10N216,IR 85147-45-1-2-3-2,IR 73012-15-2-2-1/IR01N144//IR 72890-81-3-2-2,B3603,753,B3081,2,2,11,28,93,123,99,13,10.7,5780,,,7939,,,,,2013-04-12
1845120,IR06N209,IR 80860-53-1-3,IR 71700-247-1-1-2/IRRI 104,B3557,754,B2731,2,2,11,29,81,111,95,13,9.9,5293,2,5350,7414,,,,,2013-04-06
2830309,IR10A196,IR 85636-52-3-3-1-2,IR04A285/IRRI 123,A3483,755,A2862,2,2,11,30,88,118,110,10,10.9,6242,1,6275,8600,,,,,2013-04-12
3346779,IR12N113,IR 90211-89-3-1-3,IR 74286-107-2-3/IR 68552-100-1-2-2//IRRI 146,B3631,756,A5475,2,2,11,31,100,130,106,13,12.3,5567,,,7509,,,,,2013-04-17
2472008,IR09N474,IR 84022-40-3-3-2,JANAKI/IR02N463//IRRI 123,B3582,757,B3070,2,2,11,32,95,125,101,12,12.2,4719,5,4847,6546,,,,,2013-04-15
3023526,IR11A292,IR 87528-81-2-2-1,IR04A427/IR 65450-173-2-1-1-3-3,A3497,758,A3011,2,2,11,33,92,122,110,14,12,6231,1,6264,8479,,,,,2013-04-12
3425601,IR12N252,IR 90229-68-1-3-3-1,IR 72971-77-1-5-2-2/IR02W101//NERICA 6,B3649,759,A5493,2,2,11,34,95,125,119,13,12,6655,4,6799,9202,,,,,2013-04-15
2348737,IR08A172,IR 82492-7-2-3-3,IR 73013-95-1-3-2/IRRI 123,A3464,760,A3052,2,2,11,35,92,122,103,16,13.3,6998,1,7035,9382,,,,,2013-04-15
2696855,IR10N304,IR 85811-57-3-1-3,IR 72906-32-1-3-3/IR02N139//IRRI 118,B3616,761,B3088,2,2,11,36,95,125,96,11,11.4,6627,,,9031,,,,,2013-04-17
2972722,IR11A341,IR 87542-86-2-2-1,IR05A125/CIHERANG,A3506,762,A3112,2,2,11,37,94,124,113,17,13.1,5854,,,7824,,,,,2013-04-15
3425858,IR12A158,IR 91027-77-3-1-3,IR01A111/IR06M139,A3521,763,A5138,2,2,11,38,91,121,110,16,12.3,6351,,,8567,,,,,2013-04-08
1960411,IR06N211,IR 80919-57-2-2-1,IR 72158-16-3-3/BASMATI 370,B3558,764,B2970,2,2,11,39,85,115,107,15,12.8,4972,,,6668,,,,,
3426115,IR12N201,IR 91083-111-3-2-2,IR05N170/MTU 1010,B3643,765,B5362,2,2,11,40,98,128,124,13,11.2,6616,,,9036,,,,,2013-04-17
967269,IR02A127,IR 75287-19-3-3-3,IR00A107/IR 62243-41-1-3-3,A3451,766,A3001,2,2,11,41,90,120,98,14,10.3,6619,2,6690,9230,,,,,2013-04-15
3023603,IR11A314,IR 87531-111-2-2-3,IR04A427/IR 73006-12-3-3-2,A3503,767,A2965,2,2,11,42,91,121,115,13,13.9,6820,4,6967,9227,,,,,2013-04-12
2642669,IR09M113,IR 84841-17-3-1-2,IR 75862-206-2-8-3-B-B-B/IR 68144-2B-2-2-3-1-166,M3682,768,M2940,2,2,11,43,89,119,93,15,13,5018,6,5183,6935,,,,,2013-04-12
2697638,IR10N137,IR 84729-6-1-1-1-3,IR 71700-247-1-1-2/IRRI 137,B3598,769,B3029,2,2,11,44,95,125,116,11,11.5,6119,2,6184,8418,,,,,2013-04-17
3022947,IR11A282,IR 87527-119-1-2-4,IR04A427/BR 29,A3494,770,A3157,2,2,11,45,98,128,131,11,12.5,7706,,,10371,,,,,2013-04-17
2433233,IR09N495,IR 82802-33-1-3-2-2,IR01N200/IR01N148//IRRI 123,B3583,771,B2825,2,2,11,46,83,113,94,14,9.8,5423,3,5510,7645,,,,,2013-04-06
3522654,IR12A184,IR 91052-49-1-3-2,IRRI 154/IRRI 143,A3525,772,A5164,2,2,11,47,89,119,110,16,13.2,6426,,,8579,,,,,2013-04-12
2972813,IR11N205,IR 87546-84-3-3-2,IR05N173/BR 29,B3618,773,B3140,2,2,11,48,96,126,137,11,11.1,7560,,,10337,,,,,2013-04-17
3423716,IR12A136,IR 90242-5-1-1-1-2,"[IRRI 146,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3519,774,A5116,2,2,11,49,85,115,108,12,10.7,7135,,,9800,,,,,2013-04-12
2696709,IR10N269,IR 85627-61-2-2-2,IR01W106/IR 71676-90-2-2,B3608,775,B2986,2,2,11,50,89,119,97,18,11.6,6171,,,8390,,,,,2013-04-10
2972871,IR11N225,IR 87550-52-2-3-3,IR05N173/IRRI 143,B3619,776,B3141,2,2,12,50,96,126,102,17,11.1,6437,,,8802,,,,,2013-04-16
3158779,IR11A583,IR 89204-36-2-1-3,IR06F561/IR 72875-94-3-3-2//Mae khaw,A3512,777,A2812,2,2,12,49,86,116,111,11,13.4,6734,2,6806,9065,,,,,2013-04-12
2697186,IR10A143,IR 85639-94-2-3-2,IR05A221/IR 64680-81-2-2-1-3,A3479,778,A3008,2,2,12,48,94,124,97,16,11.2,5702,8,5954,8132,,,,,2013-04-13
3426392,IR12A262,IR 91131-11-2-1-3,SAMBHA MAHSURI/PSB RC 14,A3531,779,A5242,2,2,12,47,91,121,92,13,11,6030,2,6094,8343,,,,,2013-04-13
2222968,IR07A234,IR 82571-544-2-3,NSIC RC 138/IRRI 123,A3462,780,A2803,2,2,12,46,93,123,106,19,11.6,6837,,,9296,,,,,2013-04-15
1402302,IR05N412,IR 79584-38-2-1-4,IR 72875-94-3-3-2/IR 73707-45-3-2-3,B3549,781,B2917,2,2,12,45,90,120,97,16,12.1,6432,2,6501,8789,,,,,2013-04-12
3427115,IR12N242,IR 92246-85-3-2-3,IR05N170/TEQING,B3646,782,B5403,2,2,12,44,93,123,100,12,10.7,5598,2,5658,7771,,,,,2013-04-13
1960911,IR06A148,IR 80894-95-1-1-1,IR02A127/JANAKI,A3458,783,A3005,2,2,12,43,91,121,104,12,13.7,6299,,,8361,,,,,2013-04-15
2707514,IR09F169,IR 85086-SUB 33-3-2-1,IRRI 119/IR02A464,F3662,784,F2101,2,2,12,42,95,125,106,11,11,7065,,,9671,,,,,2013-04-17
3427079,IR12N235,IR 92244-18-2-1-3,IR05N128/TEQING,B3644,785,B5396,2,2,12,41,92,122,95,16,12.8,6401,2,6469,8677,,,,,2013-04-15
3427045,IR12A289,IR 92242-6-3-3-2,IR04A427/TEQING,A3533,786,A5269,2,2,12,40,92,122,105,14,13,7040,3,7154,9572,,,,,2013-04-15
3022309,IR11W109,IR 87054-243-3-1-3-3,IR 65482-4-136-2-2-B/IR 71701-28-1-4//IR 64680-81-2-2-1-3,W3690,787,W2946,2,2,12,39,88,118,87,14,10.3,6273,2,6340,8747,,,,,2013-04-12
1402065,IR05A260,IR 79637-2-3-2-1,IR 72875-94-3-3-2/IR 72903-121-2-1-2,A3457,788,A2801,2,2,12,38,85,115,93,12,11.8,6104,1,6136,8325,,,,,2013-04-12
3347484,IR12N124,IR 90227-178-3-2-2,IR 72164-348-6-2-2-2/IR 65620-192-3-3-3-2//IR BB 60-1,B3633,789,A5492,2,2,12,37,96,126,99,14,11.3,6049,,,8253,,,,,2013-04-17
3272882,IR12A109,IR 90203-14-2-3-1,IRRI 168/IR 65482-4-136-2-2-B//JANAKI,A3515,790,A5418,2,2,12,36,98,128,103,18,13.1,6544,,,8747,,,,,
2754861,IR10A155,IR 85613-53-2-1-2,IR02W101/IRRI 105,A3481,791,A2861,2,2,12,35,88,118,100,15,9.4,5381,5,5527,7702,,,,,2013-04-09
2971765,IR11A192,IR 87464-69-3-2-1,BR 29/JANAKI,A3490,792,A3108,2,2,12,34,94,124,112,16,11.9,7150,2,7226,9792,,,,,2013-04-17
3425884,IR12A325,IR 91043-4-3-1-2,IRRI 150/IR07F287,A3536,793,A5446,2,2,12,33,95,125,104,15,13.2,6042,2,6107,8153,,,,,2013-04-20
3425560,IR12N138,IR 90218-97-2-2-2-2,IR05N173/IR02W101//COLOMBIA XXI,B3637,794,B5297,2,2,12,32,95,125,94,15,13.2,5068,7,5263,7026,,,,,2013-04-17
2525093,IR09N274,IR 83673-105-2-3-2-3,IR 72860-74-1-2-1/IR 72158-11-5-2-3//IRRI 105,B3579,795,B3171,2,2,12,31,99,129,103,14,13.8,6225,,,8253,,,,,2013-04-29
3348130,IR12N111,IR 90207-138-2-3-2,IR 72903-99-2-3-2/IR 65482-4-136-2-2-B//IR 65620-192-3-3-3-2,B3629,796,A5473,2,2,12,30,97,127,92,15,13.9,6382,,,8452,,,,,2013-04-15
2696999,IR10N294,IR 85650-123-3-1-3,IR05N341/IR 64680-81-2-2-1-3,B3614,797,B3137,2,2,12,29,98,128,111,16,11.2,5894,6,6087,8314,,,,,2013-04-20
2697576,IR10N148,IR 84741-5-2-3-2-2,IR 73012-137-2-2-2/IR01N107,B3599,798,B3078,2,2,12,28,92,122,108,13,12,6176,,,8359,,,,,2013-04-10
3425765,IR12N163,IR 91000-53-1-3-3,FEDEARROZ 50/IRRI 123,B3638,799,B5324,2,2,12,27,89,119,102,16,12.4,6398,1,6432,8666,,,,,2013-04-12
3022709,IR11A106,IR 87468-39-1-3-3,IR00A103/IR 72875-94-3-3-2,A3489,800,A2765,2,2,12,26,83,113,96,19,10.1,6260,1,6293,8702,,,,,2013-04-09
3022970,IR11A284,IR 87527-186-2-3-3,IR04A427/BR 29,A3495,801,A3057,2,2,13,26,91,121,125,16,13.4,6948,,,9255,,,,,2013-04-15
2450950,IR09N523,IR 83673-22-3-1-2,IR 72860-74-1-2-1/IR 72158-11-5-2-3//IRRI 105,B3588,802,B3071,2,2,13,27,94,124,115,18,13.3,6880,,,9175,,,,,2013-04-15
2696858,IR10N303,IR 85811-49-4-2-3,IR 72906-32-1-3-3/IR02N139//IRRI 118,B3615,803,B3183,2,2,13,28,96,126,116,14,11.6,6336,,,8615,,,,,2013-04-17
2338042,IR08N109,IR 82269-127-3-1-1-2,IR 73012-15-2-2-1/IR 73000-70-2-2-2//IR 72158-11-5-2-3,B3562,804,B3118,2,2,13,29,93,123,110,16,12.4,6265,4,6400,8624,,,,,2013-04-20
3522633,IR12N178,IR 91041-129-2-3-2,IRRI 146/PUSA BASMATI,B3640,805,B5339,2,2,13,30,87,117,117,14,11.8,5629,,,7636,,,,,2013-04-10
1838118,IR06M139,IR 80482-32-2-3-3,MEM BERANO/PADI ABANG GOGO,M3674,806,M2788,2,2,13,31,86,116,103,16,10.3,6110,,,8430,,,,,2013-04-06
2336574,IR08N185,IR 82786-114-2-3-3,IR 72967-12-2-3/IR01N142//IRRI 123,B3570,807,B2974,2,2,13,32,90,120,105,13,12.3,6156,,,8304,,,,,2013-04-10
1265283,IR05N173,IR 79218-93-1-4-3,IR 72889-69-2-2-2/IR 72158-68-6-3,B3544,808,B3062,2,2,13,33,92,122,103,16,12.1,6999,,,9462,,,,,2013-04-15
1401842,IR05N304,IR 79495-9-3-2-2,IR 69808-78-2-2-3/IR 68552-100-1-2-2,B3546,809,B3162,2,2,13,34,98,128,120,15,13.1,6208,2,6274,8386,,,,,2013-04-20
2337030,IR08N164,IR 82503-21-2-3-3,IR04N101/IR01N200,B3568,810,B3164,2,2,13,35,99,129,120,14,11.9,6210,2,6276,8505,,,,,2013-04-27
3426193,IR12A220,IR 91096-96-2-3-2,IR06M139/IRRI 123,A3528,811,A5200,2,2,13,36,87,117,114,17,13.8,6636,5,6816,9037,,,,,2013-04-12
3272373,IR12N108,IR 88736-64-2-3-2-3,IR02N195/IRRI 145,B3627,812,A5470,2,2,13,37,90,120,114,13,12.4,6782,3,6891,9285,,,,,2013-04-12
3522731,IR12N274,IR 91073-11-1-1-1,IR05N160/IRRI 143,B3657,813,A5526,2,2,13,38,94,124,108,12,13.7,7008,,,9302,,,,,2013-04-17
3158718,IR11N313,IR 89197-128-2-1-2,IR05N173/IRRI 143//IR 67966-44-2-3-2,B3622,814,B2936,2,2,13,39,91,121,122,16,13.6,7787,4,7955,10572,,,,,2013-04-12
2697046,IR10N289,IR 85649-118-2-1-1,IR05N334/IR 72225-20-3-2-3,B3611,815,B3087,2,2,13,40,91,121,120,14,13.7,6401,3,6504,8633,,,,,2013-04-12
447391,IRRI119,PSB RC 68,IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105,A3661,816,A5540,2,2,13,41,91,121,120,14,12.6,7928,,,10657,,,,,2013-04-15
3408619,CR1009,CR 1009,PANKAIJ/JAGANNATH,F3692,817,F2165,2,2,13,42,105,135,116,19,10.7,7099,2,7175,9855,,,,,2013-04-29
2321219,IR08A128,IR 82571-544-2-3-1,NSIC RC 138/IRRI 123,A3463,818,A2854,2,2,13,43,85,115,103,16,9.9,6304,,,8736,,,,,2013-04-06
1253961,IR04A428,IR 78585-64-2-4-3,IR 73718-1-2-1-3/IRRI 104,A3455,819,A3002,2,2,13,44,92,122,111,16,10.5,7016,,,9658,,,,,2013-04-15
2697033,IR10N291,IR 85650-30-3-1-2,IR05N341/IR 64680-81-2-2-1-3,B3612,820,B3134,2,2,13,45,98,128,111,18,11.4,6953,9,7301,9949,,,,,2013-04-17
2853229,IR09F437,IR 94602-273-98,IRRI 105*2/IRRI 149,F3696,821,F2174,2,2,13,46,88,118,108,17,14,6543,6,6758,8939,,,,,2013-04-12
1837987,IR06M134,IR 80475-B-B-19-2,IR 71684-36-3-3-2/CAVITENIA,M3672,822,M2835,2,2,13,47,88,118,102,17,11,6422,,,8791,,,,,2013-04-15
3246887,IR11F186,IR 88760-SUB 93-3-3-3,IRRI 154/IR07F290,F3667,823,F2123,2,2,13,48,95,125,136,12,13.9,6506,,,8616,,,,,2013-04-15
1838100,IR06M143,IR 80482-64-3-3-3,MEM BERANO/PADI ABANG GOGO,M3675,824,M2838,2,2,13,49,85,115,104,16,10.4,6015,,,8289,,,,,2013-04-06
2696717,IR10N266,IR 85627-42-2-2-3,IR01W106/IR 71676-90-2-2,B3607,825,B2934,2,2,13,50,88,118,115,15,13.2,7041,,,9400,,,,,2013-04-13
2348792,IR08M119,IR 82463-3-3-2-2,IR 61247-3B-8-2-1/IRRI 123,M3681,826,M3038,2,2,14,50,91,121,105,14,13.4,6575,2,6645,8851,,,,,2013-04-15
2858722,IR10A231,IR 85827-18-2-1-2-3,IRRI 143/IR 73718-23-2-1-3//IR00A110,A3485,827,A3009,2,2,14,49,92,122,114,15,12.6,7525,6,7772,10447,,,,,2013-04-12
3272775,IR12N129,IR 90232-25-3-2-2,IR01N148/JANAKI//IR 6 (PAKISTAN),B3634,828,A5502,2,2,14,48,89,119,97,18,12.8,6644,8,6938,9305,,,,,2013-04-15
2696901,IR10M147,IR 85656-73-3-1-2,IR05M119/IR 65450-173-2-1-3-3,M3686,829,M3045,2,2,14,47,89,119,100,17,11.3,5983,4,6112,8339,,,,,2013-04-15
3272357,IR12N110,IR 89198-15-2-2-2-2,IR05N173/IR BB 60-1//IR02W101,B3628,830,A5472,2,2,14,46,93,123,108,17,11.8,5646,9,5928,8042,,,,,2013-04-15
