GID,ENTRY!,DESIGNATION,PARENTS,ENTRYNO,PLOT,SOURCE,MATGP!,REP!,ROW,COLUMN,FLW,MATURITY,PLTHGT,TILLER,14MC,PLOTYIELD,MISSHILL,CPY,GRNYLD(Y/ha),BLAST,BB1,BPH,GLH,HARVESTDATE
3426751,IR12N183,IR 91070-73-1-3-2,IR05N128/IR06M139,B3393,1,B5344,1,1,1,1,86,116,119,14,12.5,6080,1,6112,8226,0,1,3,3,2013-04-11
3426267,IR12A232,IR 91104-9-2-2-1,IR06F434/IR07F289,A3293,2,A5212,1,1,1,2,86,116,117,15,11.6,6680,,,9083,3,1,3,5,2013-04-11
3426611,IR12A166,IR 91028-123-3-3-3,IR01A111/MTU 1010,A3264,3,A5146,1,1,1,3,82,112,108,21,9.1,6047,,,8454,3,1,9,5,2013-04-08
2433014,IR09N531,IR 83704-18-3-2-2,IR04N114/IR 73459-120-2-2-3//KHAO KHAE,B3343,4,B2783,1,1,1,4,84,114,107,18,9.1,6042,,,8447,2,1,7,5,2013-04-08
2524953,IR09A131,IR 83850-4-3-3-2,IR 77080-B-34-3/IRRI 135,A3230,5,A2717,1,1,1,5,81,111,101,16,11.8,4411,3,4482,6080,3,1,5,3,2013-04-04
3426287,IR12A236,IR 91106-59-3-1-3,MTU 1010/IR06M139,A3294,6,A5216,1,1,1,6,83,113,128,12,11.7,6256,,,8496,3,1,3,3,2013-04-04
2432999,IR09N533,IR 83704-78-2-3-2,IR04N114/IR 73459-120-2-2-3//KHAO KHAE,B3345,7,B2830,1,1,1,7,82,112,98,18,9.9,6468,,,8963,2,1,5,3,2013-04-08
1254166,IR04A381,IR 78545-49-2-2-2,IR 71137-184-3-2-3-3/IR 72875-94-3-3-2,A3208,8,A2706,1,1,1,8,81,111,91,17,10.9,4929,3,5009,6864,4,1,3,5,2013-04-04
3425477,IR12A140,IR 90243-14-1-3-1-3,"[IRRI 123,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3258,9,A5120,1,1,1,9,82,112,101,15,11.1,4764,6,4920,6728,0,1,9,3,2013-04-04
2349314,CIHERANG,CIHERANG,IR 18349-53-1-3-1-3/2*IR 19661-131-3-1-3//IR 5657-33-2-1/IR 2061-465-1-5-5,F3440,10,F2163,1,1,1,10,86,116,99,13,11,5960,,,8159,1,1,5,7,2013-04-08
3425852,IR12A156,IR 91027-64-2-1-3,IR01A111/IR06M139,A3261,11,A5136,1,1,1,11,90,120,109,19,14,6359,3,6462,8547,1,1,5,5,2013-04-13
3022800,IR11A208,IR 87477-83-1-2-1,IR00A107/IR 72875-94-3-3-2,A3248,12,A2166,1,1,1,12,83,113,98,20,9,5199,,,7277,1,7,9,5,2013-04-08
3426043,IR12N186,IR 91075-37-3-2-2,IR05N160/IR06M139,B3394,13,B5347,1,1,1,13,88,118,102,13,13.3,6403,1,6437,8584,3,1,3,5,2013-04-11
3426349,IR12A255,IR 91123-3-3-3-2,IRRI 123/IR06M139,A3300,14,A5235,1,1,1,14,80,110,98,18,11,5828,,,7978,0,1,3,3,2013-04-04
50533,IR64,IR 64,IR 5657-33-2-1/IR 2061-465-1-5-5,A3443,15,A2745,1,1,1,15,95,125,101,15,13.8,5678,,,7528,1,1,7,5,2013-04-15
3426083,IR12N191,IR 91076-32-1-2-3,IR05N160/MTU 1010,B3397,16,B5352,1,1,1,16,88,118,114,22,11.2,6538,1,6573,8977,2,1,5,5,2013-04-15
3426617,IR12A167,IR 91028-146-3-3-3,IR01A111/MTU 1010,A3265,17,A5147,1,1,1,17,79,109,109,23,10.5,4557,,,6273,0,1,5,7,2013-04-04
3426975,IR12N232,IR 92239-29-2-3-1,IR02N211/TEQING,B3416,18,B5393,1,1,1,18,90,120,102,16,11.7,6509,1,6544,8887,0,1,7,5,2013-04-13
1201417,IR03A500,IR 77533-29-2-2-2,IR 69713-43-1-3-2-3/IRRI 115,A3205,19,A3102,1,1,1,19,94,124,95,22,13.8,5258,9,5521,7320,3,1,5,3,2013-04-15
3426937,IR12A274,IR 92237-28-3-2-2,IRRI 145/TEQING,A3305,20,A5254,1,1,1,20,89,119,102,16,13.1,6651,1,6686,8937,0,1,3,7,2013-04-11
1254078,IRRI156,NSIC 2011 RC 238,IR 72870-102-2-2-1-3/IR 72870-19-2-2-3,A3450,21,A2178,1,1,1,21,85,115,108,14,12.5,6195,,,8337,1,1,9,3,2013-04-04
2220401,IR07A183,IR 81363-86-2-3-2-2,IR 77080-B-34-1-1/IR 77776-B-8-1-2,A3216,22,A2802,1,1,1,22,84,114,101,12,10.3,5946,,,8203,3,1,3,5,2013-04-04
1036519,IR02A477,IR 76993-49-1-1,IRRI 145/IR00A107,A3202,23,A2702,1,1,1,23,86,116,85,12,11.9,4474,2,4522,6127,2,1,5,5,2013-04-04
3426785,IR12A217,IR 91095-47-3-2-3,IR06M139/IRRI 135,A3286,24,A5197,1,1,1,24,85,115,106,17,11.5,5544,,,7547,2,5,5,7,2013-04-08
3522627,IR12N264,IR 91041-87-3-2-2,IRRI 146/PUSA BASMATI,B3425,25,A5516,1,1,1,25,89,119,119,15,13.4,6881,,,9165,3,1,5,5,2013-04-13
1838109,IR06M141,IR 80482-57-2-2-3,MEM BERANO/PADI ABANG GOGO,M3431,26,M2837,1,1,2,25,79,109,97,20,10.4,5308,1,5336,7354,0,1,9,5,2013-04-04
2465457,IR09A162,IR 83304-519-2-2-3-2,IR 65620-192-3-3-3-2/IR 77084-B-5-1-1,A3233,27,A2720,1,1,2,24,82,112,104,16,9.4,5875,,,8187,3,1,7,3,2013-04-08
3426148,IR12A211,IR 91091-11-2-3-2,IR06M138/BRRI DHAN 29,A3285,28,A5191,1,1,2,23,91,121,118,15,11.5,7067,,,9620,0,1,5,7,
3522715,IR12N272,IR 91068-20-3-3-3,IR05N128/IRRI 143,B3428,29,A5524,1,1,2,22,94,124,111,13,10.9,6050,,,8291,0,1,3,3,
2432993,IR09N535,IR 83704-121-2-2-2,IR04N114/IR 73459-120-2-2-3//KHAO KHAE,B3346,30,B2785,1,1,2,21,82,112,92,11,11.5,5621,,,7651,2,1,5,3,2013-04-04
3426020,IR12A203,IR 91061-52-3-2-3,IR04A427/MTU 1010,A3282,31,A5183,1,1,2,20,91,121,114,16,13.6,7278,,,9672,3,1,5,3,2013-04-11
3427138,IR12A295,IR 92249-6-3-2-2,IR06M139/TEQING,A3311,32,A5275,1,1,2,19,89,119,102,20,13.5,6346,4,6483,8626,0,1,3,3,2013-04-11
3426130,IR12N205,IR 91087-26-3-2-2,IR05N181/MTU 1010,B3404,33,B5366,1,1,2,18,91,121,108,14,13.2,7199,3,7315,9766,0,1,3,7,2013-04-11
1855764,IR06N141,IR 80397-87-1-2-3,IR 72158-16-3-3-1/IR00A107,B3323,34,B2730,1,1,2,17,80,110,96,15,9.7,5238,7,5439,7555,0,1,9,3,2013-04-08
3427084,IR12N237,IR 92244-68-1-3-2,IR05N128/TEQING,B3418,35,B5398,1,1,2,16,90,120,103,18,12.3,6026,,,8128,0,1,5,5,2013-04-11
3425835,IR12A153,IR 91027-11-2-2-1,IR01A111/IR06M139,A3260,36,A5133,1,1,2,15,90,120,126,18,9.6,5644,,,7848,1,1,9,3,2013-04-09
2465451,IR09A144,IR 83304-614-3-3-1-2,IR 65620-192-3-3-3-2/IR 77084-B-5-1-1,A3232,37,A2719,1,1,2,14,81,111,111,20,10.5,5566,2,5626,7744,4,1,7,3,2013-04-04
3522635,IR12N179,IR 91041-142-1-3-1,IRRI 146/PUSA BASMATI,B3390,38,B5340,1,1,2,13,89,119,110,24,11.4,6399,,,8720,2,1,5,3,2013-04-13
2471800,IR09N389,IR 84067-4-2-3-3,IRRI 135/IRRI 146//IR 64,B3337,39,B2740,1,1,2,12,82,112,96,17,12.2,5496,2,5555,7501,4,1,5,7,2013-04-04
3426232,IR12A227,IR 91098-4-2-3-2,IR06M146/IRRI 136,A3288,40,A5207,1,1,2,11,98,128,115,25,10.9,6803,,,9323,0,1,3,3,2013-04-20
2697641,IR10M123,IR 84726-87-2-1-3-3,IR 70114-5-3-3-3/IR 73691-14-1,M3436,41,M2891,1,1,2,10,84,114,87,24,11.8,5710,,,7746,2,1,5,5,2013-04-04
2159583,IR64-SUB1,IRRI 149,IR 40931-33-1-3-2/3*IR 64,F3438,42,F2171,1,1,2,9,86,116,96,19,10.5,5765,,,7936,1,1,5,7,2013-04-09
3273150,IR12N125,IR 90230-67-3-1-2,IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498,B3367,43,A5496,1,1,2,8,80,110,95,17,11.4,6399,,,8720,1,1,3,5,2013-04-08
3426136,IR12N207,IR 91087-88-3-2-2,IR05N181/MTU 1010,B3405,44,B5368,1,1,2,7,82,112,107,16,9.3,7012,1,7049,9834,1,1,3,5,2013-04-11
3272878,IR12A123,IR 90243-100-1-3-3,"[IRRI 123,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]",A3255,45,A5437,1,1,2,6,82,112,98,15,10.3,5402,,,7453,1,1,7,3,
3522710,IR12N271,IR 91068-14-3-3-1,IR05N128/IRRI 143,B3427,46,A5523,1,1,2,5,94,124,116,20,12.9,7109,,,9524,0,1,3,3,2013-04-15
2451135,IR09N538,IR 83724-6-2-2-3,IRRI 132/PR 30138-35-2//IR04N114,B3349,47,B2831,1,1,2,4,82,112,108,17,9.7,6479,,,8999,2,1,5,5,2013-04-08
2337889,IR08N120,IR 82438-20-2-3-2,ANSANBYEO/IR04N114,B3327,48,B2735,1,1,2,3,82,112,88,22,11.4,4406,3,4477,6101,0,1,5,5,2013-04-17
2337886,IR08N121,IR 82438-25-3-1-2,ANSANBYEO/IR04N114,B3328,49,B2736,1,1,2,2,82,112,84,19,10.2,5472,6,5651,7806,0,1,5,7,2013-04-04
2696828,IR10N305,IR 85820-92-3-2-3,IR01A154/IR01N194//IRRI 115,B3364,50,B3035,1,1,2,1,94,124,117,24,11.3,7975,,,10880,0,1,5,5,2013-04-17
3347450,IR12N121,IR 90221-110-2-1-1,IR05N204/IR02W101//IR 65620-192-3-3-3-2,B3366,51,B3037,1,1,3,1,86,116,97,18,12.1,5302,8,5536,7485,3,1,5,5,2013-04-13
3426522,IR12N158,IR 90992-11-3-2-1,CYPRESS/IRRI 154,B3379,52,B5319,1,1,3,2,80,110,103,20,10.2,4454,,,6152,1,1,3,3,2013-04-04
3426240,IR12A229,IR 91098-69-3-3-1,IR06M146/IRRI 136,A3290,53,A5209,1,1,3,3,90,120,112,14,13.4,7897,,,10519,0,1,3,3,2013-04-15
3523013,IR12N280,IR 91082-9-3-3-2,IR05N170/IRRI 154,B3430,54,A5532,1,1,3,4,97,127,123,17,11.7,6319,,,8582,0,1,5,3,2013-04-17
3426113,IR12N200,IR 91083-87-2-3-3,IR05N170/MTU 1010,B3402,55,B5361,1,1,3,5,93,123,107,15,11.8,5845,3,5939,8057,3,1,3,7,2013-04-15
3523395,IR12A152,IR 91020-52-3-3-1,IR 65482-4-136-2-2-B/IRRI 123,A3259,56,A5132,1,1,3,6,82,112,94,16,11.4,5572,2,5632,7674,4,,9,3,2013-04-04
2021017,IR06A181,IR 80905-50-1-3-2,IR 71718-59-1-2-3/IR 72,A3213,57,A2956,1,1,3,7,91,121,104,14,14,6952,2,7026,9294,1,1,5,3,2013-04-13
3426355,IR12A256,IR 91123-25-1-2-2,IRRI 123/IR06M139,A3301,58,A5236,1,1,3,8,82,112,99,17,12.1,6400,,,8653,0,1,3,3,2013-04-04
3523254,IR12N146,IR 90228-1-3-3-3-2,IR 72890-81-3-2/IRRI 146//IRRI 154,B3375,59,B5307,1,1,3,9,85,115,108,18,11.1,7006,,,9580,0,1,3,5,2013-04-11
3426373,IR12N213,IR 91127-69-3-3-2,SAKHA 104/IRRI 154,B3407,60,B5374,1,1,3,10,89,119,104,15,13.5,5948,,,7913,1,1,3,5,2013-04-09
3426849,IR12N218,IR 91509-50-1-2-1,IR06N141/TDK 1//IR 71676-90-2-2,B3409,61,B5379,1,1,3,11,88,118,114,18,10.3,5764,,,7952,1,1,5,5,2013-04-09
3425790,IR12N168,IR 91006-88-1-3-1,GIZA 178/IR06M139,B3383,62,B5329,1,1,3,12,90,120,115,16,13.9,7305,1,7344,9725,0,1,3,3,2013-04-13
3425564,IR12N139,IR 90218-99-2-1-3-3,IR05N173/IR02W101//COLOMBIA XXI,B3370,63,B5298,1,1,3,13,91,121,107,16,13.8,6344,1,6378,8456,3,1,7,5,2013-04-15
2697485,IR10N161,IR 84757-89-3-3-1-3,IR04A115/IR01N203,B3353,64,B2883,1,1,3,14,88,118,113,14,13.7,5930,1,5962,7913,2,1,7,5,2013-04-11
3427099,IR12N240,IR 92245-68-3-2-2,IR05N160/TEQING,B3420,65,B5401,1,1,3,15,91,121,117,15,13.8,7358,,,9755,0,1,5,3,2013-04-13
2696706,IR10N270,IR 85627-66-3-2-2,IR01W106/IR 71676-90-2-2,B3359,66,B2502,1,1,3,16,87,117,99,13,10,7096,,,9823,2,1,5,3,2013-04-09
2472134,IR09A105,IR 83821-12-3-2-2,IR 66/IR 72870-19-2-2-3,A3227,67,A2715,1,1,3,17,80,110,88,17,11.3,4944,14,5340,7285,2,7,7,5,2013-04-04
2697075,IR10N285,IR 85649-17-1-2-2,IR05N334/IR 72225-20-3-2-3,B3361,68,B3132,1,1,3,18,81,111,94,15,11,6144,7,6380,8734,1,,3,3,2013-04-04
3272778,IR12N130,IR 90232-30-1-3-2,IR01N148/JANAKI//IR 6 (PAKISTAN),B3369,69,A5503,1,1,3,19,92,122,104,16,12.8,7041,8,7352,9861,3,1,3,5,2013-04-11
3425580,IR12N143,IR 90226-36-3-1-2-1,IR 65564-44-5-1/IRRI 146//IRRI 146,B3372,70,B5304,1,1,3,20,87,117,106,13,12.2,5563,,,7512,1,1,3,3,2013-04-08
2349314,CIHERANG,CIHERANG,IR 18349-53-1-3-1-3/2*IR 19661-131-3-1-3//IR 5657-33-2-1/IR 2061-465-1-5-5,F3439,71,F2163,1,1,3,21,86,116,106,11,9.6,6314,,,8779,1,1,5,7,2013-04-08
3425782,IR12N166,IR 91006-18-2-3-2,GIZA 178/IR06M139,B3382,72,B5327,1,1,3,22,94,124,104,13,14,6327,5,6499,8596,2,1,3,3,2013-04-11
2472131,IR09A104,IR 83821-16-2-3-2,IR 66/IR 72870-19-2-2-3,A3226,73,A2714,1,1,3,23,80,110,88,15,11.2,5318,,,7263,1,1,5,5,2013-04-04
2432778,IR09N506,IR 83317-10-3-2-1,IR 69428-6-1-1-3-3/IR 64,B3341,74,B2874,1,1,3,24,87,117,81,20,9.7,4947,,,6871,0,1,5,3,2013-04-09
3425587,IR12N145,IR 90226-82-3-3-1-2,IR 65564-44-5-1/IRRI 146//IRRI 146,B3374,75,B5306,1,1,3,25,86,116,94,17,9.8,5858,,,8127,1,1,3,5,2013-04-08
94801,IRRI123,PSB RC 82,IR 47761-27-1-3-6/IRRI 108,A3446,76,A2749,1,1,4,25,77,107,96,16,11.5,5942,6,6137,8353,0,1,7,7,2013-04-04
3522959,IR12N180,IR 91057-95-3-1-2,IR04A427/IRRI 146,B3391,77,B5341,1,1,4,24,84,114,94,16,10.4,4968,,,6847,0,1,3,3,
3522834,IR12N208,IR 91102-12-3-2-2,IR06N170/PUSA BASMATI,B3406,78,B5369,1,1,4,23,88,118,114,19,10,5618,,,7777,2,1,5,5,2013-04-09
3427008,IR12A282,IR 92240-40-2-2-1,IR03A550/TEQING,A3306,79,A5262,1,1,4,22,83,113,106,14,13.4,7182,,,9566,3,1,5,5,2013-04-11
2432990,IR09N536,IR 83704-123-2-1-2,IR04N114/IR 73459-120-2-2-3//KHAO KHAE,B3347,80,B2786,1,1,4,21,79,109,94,14,12.4,6589,,,8878,2,1,7,5,2013-04-04
3426627,IR12N175,IR 91036-147-2-2-1,IR02N211/MTU 1010,B3388,81,B5336,1,1,4,20,82,112,97,17,11.5,5646,1,5676,7726,0,1,3,3,2013-04-06
3523061,IR12A340,IR 91103-27-2-3-2,IR06A144/IR05F102,A3317,82,A5461,1,1,4,19,91,121,106,15,14,7469,2,7549,9985,0,1,5,3,2013-04-11
3426756,IR12N203,IR 91086-3-1-1-1,IR05N181/IR06M139,B3403,83,B5364,1,1,4,18,82,112,93,15,11.1,5554,5,5705,7801,2,1,3,5,2013-04-04
1856104,IR06N147,IR 80404-28-2-3-2,IR02N252/IRRI 143,B3324,84,B2813,1,1,4,17,82,112,86,20,10.8,5258,,,7214,3,1,3,3,2013-04-04
2337025,IR08N165,IR 82503-69-2-3-2,IR04N101/IR01N200,B3330,85,B3023,1,1,4,16,92,122,89,19,12.5,6209,1,6242,8401,0,1,3,,2013-04-11
2451001,IR09N516,IR 83343-44-3-3-2,IRRI 143/IRRI 146,B3342,86,B2741,1,1,4,15,81,111,97,18,12,6272,1,6305,8534,2,1,5,3,2013-04-04
3427145,IR12A296,IR 92249-41-1-3-3,IR06M139/TEQING,A3312,87,A5276,1,1,4,14,86,116,103,15,10.3,6026,,,8314,0,1,3,3,2013-04-08
2337015,IR08N168,IR 82503-94-2-2-3,IR04N101/IR01N200,B3331,88,B2815,1,1,4,13,83,113,95,16,10.9,5264,3,5349,7330,2,1,3,3,2013-04-04
3427096,IR12N239,IR 92245-65-1-2-2,IR05N160/TEQING,B3419,89,B5400,1,1,4,12,91,121,104,20,14,6961,2,7035,9306,3,1,5,3,2013-04-13
2847870,CIHERANG-SUB1,IR09F436,CIHERANG*2/IRRI 149,F3442,90,F2164,1,1,4,11,90,120,98,17,12.3,7356,1,7395,9975,3,1,7,7,2013-04-11
2697451,IR10N134,IR 84057-B2-93-1-2-3-1,IRRI 143/IRRI 146//IR 60,B3352,91,B2882,1,1,4,10,85,115,93,15,9.8,6467,2,6536,9068,2,1,3,3,2013-04-08
3523065,IR12A341,IR 91103-53-2-3-3,IR06A144/IR05F102,A3318,92,A5462,1,1,4,9,90,120,105,16,14,7520,3,7641,10108,0,1,5,3,2013-04-13
3427039,IR12A288,IR 92241-85-2-3-2,IRRI 154/TEQING,A3308,93,A5268,1,1,4,8,84,114,105,16,11.7,6142,,,8342,0,1,3,5,2013-04-04
3522682,IR12A199,IR 91058-94-1-5-3,IR04A427/IRRI 143,A3279,94,A5179,1,1,4,7,84,114,96,22,11.6,5772,3,5865,7975,4,1,5,3,2013-04-04
2697159,IR10A114,IR 85640-65-2-1-2,IR05A229/IR 64,A3239,95,A2909,1,1,4,6,82,112,97,18,10.8,5487,1,5516,7568,5,1,9,3,2013-04-04
2465360,IR09N278,IR 83822-566-2-1-3,IR 68058-71-2-1/IR 71700-247-1-1-2,B3336,96,B2779,1,1,4,5,82,112,87,21,9.9,5062,7,5257,7285,0,1,5,5,2013-04-06
2642504,IR09A181,IR 85140-78-3-1-2,IR 72860-74-1-2-1/IR 73720-36-3-3-1//IR 60,A3234,97,A2758,1,1,4,4,82,112,89,16,12,5861,1,5892,7975,4,1,9,3,2013-04-04
3426701,IR12A206,IR 91064-9-3-1-3,IR05A117/MTU 1010,A3283,98,A5186,1,1,4,3,90,120,119,13,10.7,6693,,,9193,3,1,3,3,2013-04-04
2971736,IR11N121,IR 87079-90-1-3-2-2,IR05N341/IR 64680-81-2-2-1-3//IRRI 104,A3252,99,A2728,1,1,4,2,79,109,99,14,12.1,6494,1,6529,8826,4,1,5,3,2013-04-04
3425995,IR12A193,IR 91056-20-2-3-2,IR04A427/IR 66,A3276,100,A5173,1,1,4,1,90,120,99,15,12.6,6358,,,8547,3,1,3,3,2013-04-11
2697295,IR10N256,IR 85611-46-3-3-1,IR02W101/IR 71701-28-1-4,B3355,101,B3032,1,1,5,1,90,120,102,18,13.9,6250,2,6317,8365,1,1,5,5,2013-04-13
3426891,IR12N225,IR 92233-19-3-3-1,IRRI 146/TEQING,B3414,102,B5386,1,1,5,2,90,120,88,16,9.7,6661,,,9251,0,1,5,7,
2222917,IR07A257,IR 82575-578-2-3,PR 31090-33-2-1/IRRI 123,A3219,103,A2804,1,1,5,3,86,116,98,20,10.9,4899,2,4951,6786,0,1,7,5,2013-04-04
2337813,IR08M114,IR 82462-30-2-1-3,IR 61247-3B-8-2-1/IR 64,M3432,104,M2790,1,1,5,4,90,120,107,18,13.2,6125,,,8177,0,1,7,5,2013-04-11
2432916,IR09N537,IR 83722-99-3-6-1,IR04N114/IRRI 136//Mae khaw,B3348,105,B2742,1,1,5,5,82,112,120,13,11.9,5738,,,7775,2,1,5,5,
2472088,IR09A220,IR 83832-90-3-2-3,IR 72903-121-2-1-2/IRRI 135,A3236,106,A2857,1,1,5,6,88,118,103,16,13.3,6271,,,8362,2,1,7,3,2013-04-11
2223072,IR07A250,IR 82574-573-2-1,PR 31070-4-1-2/IRRI 136,A3217,107,A2753,1,1,5,7,84,114,101,14,10.3,6135,,,8464,3,7,5,5,2013-04-06
2223059,IR07A253,IR 82574-643-1-2,PR 31070-4-1-2/IRRI 136,A3218,108,A2710,1,1,5,8,81,111,94,17,12.8,6082,,,8157,4,1,5,7,
2525083,IR09A136,IR 83683-63-3-1-2-1,IR01A135/IRRI 123//IR01A163,A3231,109,A2855,1,1,5,9,83,113,104,15,10.3,6381,,,8804,4,1,5,3,2013-04-06
2697278,IR10N260,IR 85612-37-1-3-3,IR02W101/IR 72164-348-6-2-2-2,B3357,110,B2932,1,1,5,10,92,122,112,18,13.6,6774,,,9002,2,1,3,3,2013-04-08
3425959,IR12A181,IR 91051-70-1-2-2,IRRI 154/BR 29,A3270,111,A5161,1,1,5,11,92,122,121,17,11.8,7787,,,10564,2,1,5,5,2013-04-15
3425768,IR12N164,IR 91000-81-3-2-3,FEDEARROZ 50/IRRI 123,B3381,112,B5325,1,1,5,12,87,117,103,16,12.2,5109,,,6899,3,1,3,5,2013-04-11
1133741,IR03A568,IR 77734-93-2-3-2,IRRI 145/IRRI 105//IRRI 145,A3206,113,A2704,1,1,5,13,82,112,100,19,12,5112,,,6919,0,1,9,3,2013-04-05
3426236,IR12A228,IR 91098-34-2-3-3,IR06M146/IRRI 136,A3289,114,A5208,1,1,5,14,95,125,118,13,13.9,6241,,,8265,3,1,5,3,2013-04-13
3426973,IR12N231,IR 92239-13-3-2-2,IR02N211/TEQING,B3415,115,B5392,1,1,5,15,91,121,111,15,14,7000,,,9259,0,1,5,5,2013-04-13
2433011,IR09N532,IR 83704-28-3-3-2,IR04N114/IR 73459-120-2-2-3//KHAO KHAE,B3344,116,B2829,1,1,5,16,82,112,99,23,10.5,5318,7,5523,7602,2,1,5,3,2013-04-04
537879,IRRI138,NSIC RC 116 H,IR 68897 A/IR 60819-34-2 R,A3448,117,BS,1,1,5,17,80,110,97,24,10.5,7238,,,9964,0,1,5,3,2013-04-06
3425553,IR12N248,IR 90218-52-2-2-3-1,IR05N173/IR02W101//COLOMBIA XXI,B3424,118,A5479,1,1,5,18,90,120,105,13,10.7,5551,,,7624,0,1,5,7,2013-04-08
1960416,IR06N212,IR 80922-3-2-2-3,IR 68552-100-1-2-2/BASMATI 370,B3325,119,B2732,1,1,5,19,81,111,106,16,10.8,4665,1,4690,6434,3,1,3,5,2013-04-04
2830417,IR10N362,IR 85805-28-2-2-3-2,IR 71700-247-1-1-2/IRRI 115//IR 71701-28-1-4,B3365,120,B3036,1,1,5,20,91,121,101,22,10.3,6281,,,8666,5,1,3,5,2013-04-13
3426600,IR12A165,IR 91028-100-3-2-1,IR01A111/MTU 1010,A3263,121,A5145,1,1,5,21,91,121,123,16,12.4,6391,,,8611,3,1,5,7,2013-04-04
2337355,IR08N150,IR 82785-63-3-3-2,IR 72967-12-2-3/IR 73711-130-1-3-1//IR 64,B3329,122,B2772,1,1,5,22,81,111,103,22,11.6,5181,1,5209,7082,3,1,3,3,2013-04-04
3272352,IR12A105,IR 89182-1-2-2-2-3,IR04A427/IR 65450-173-2-1-1-3-3//Mae khaw,A3253,123,A5414,1,1,5,23,82,112,106,13,11.9,5910,,,8008,1,,7,5,2013-04-04
2432913,IR10N105,IR 83722-105-2-2-1,IR04N114/IRRI 136//Mae khaw,B3350,124,B2743,1,1,5,24,85,115,121,14,11.5,5272,,,7176,2,1,5,7,2013-04-04
3426076,IR12N189,IR 91075-83-3-2-2,IR05N160/IR06M139,B3395,125,B5350,1,1,5,25,80,110,100,13,13.6,6513,,,8655,2,1,3,5,2013-04-11
3273152,IR12N126,IR 90230-73-1-3-1,IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498,B3368,126,A5497,1,1,6,25,89,119,90,18,11.1,5839,5,5998,8201,0,1,3,3,2013-04-04
2348663,IR08A192,IR 82571-26-2-3-2,NSIC RC 138/IRRI 123,A3224,127,A2755,1,1,6,24,85,115,91,14,10.8,5364,6,5540,7601,3,1,5,3,2013-04-06
3426295,IR12A238,IR 91106-100-3-3-2,MTU 1010/IR06M139,A3296,128,A5218,1,1,6,23,89,119,115,13,12.2,7172,5,7367,9949,0,1,5,5,2013-04-11
3425638,IR12N149,IR 90230-191-1-2-1-2,IR 73439-11-1-3-1/IR 65482-4-136-2-2-B//OM 4498,B3376,129,B5310,1,1,6,22,89,119,104,23,11.7,6331,2,6399,8690,2,1,5,7,2013-04-11
3022972,IR11A285,IR 87527-193-1-2-2,IR04A427/BR 29,A3250,130,A2257,1,1,6,21,90,120,114,16,13.9,6570,3,6676,8841,3,1,9,3,2013-04-11
1265633,IR05N229,IR 79254-65-1-3-2,IR 74052-297-2-1/IR 72165-63-2-3-3,B3321,131,B2729,1,1,6,20,82,112,88,14,10.8,4924,1,4950,6792,0,1,3,3,2013-04-04
2847870,CIHERANG-SUB1,IR09F436,CIHERANG*2/IRRI 149,F3441,132,F2164,1,1,6,19,90,120,98,14,13,6548,,,8762,3,1,9,9,2013-04-09
2220505,IR07A167,IR 81352-65-2-1-3-3,IR 73013-95-1-3-2/IR 72862-27-3-2-3,A3215,133,A2709,1,1,6,18,83,113,90,15,12.1,5044,1,5071,6856,4,1,5,7,2013-04-04
3426790,IR12A242,IR 91115-10-3-1-2,NERICA 2/IRRI 154,A3298,134,A5222,1,1,6,17,81,111,107,19,11.9,5178,,,7016,0,1,5,3,
2697646,IR10M122,IR 84726-78-2-2-2-1,IR 70114-5-3-3-3/IR 73691-14-1,M3435,135,M2943,1,1,6,16,85,115,86,17,11.5,5667,4,5790,7881,1,1,5,5,2013-04-04
3426474,IR12N219,IR 91510-113-2-3-1,IR06N147/TDK 1//IR 72164-348-6-2-2-2,B3410,136,B5380,1,1,6,15,90,120,133,18,10.3,5873,,,8103,0,1,5,3,2013-04-13
3522929,IR12A189,IR 91054-50-1-2-2,IRRI 154/IRRI 123,A3274,137,A5169,1,1,6,14,83,113,100,20,11,5682,3,5774,7903,3,7,3,3,2013-04-04
3425923,IR12A173,IR 91048-72-2-3-5,IR03A550/MTU 1010,A3267,138,A5153,1,1,6,13,82,112,105,14,11.5,6184,,,8418,3,1,5,3,2013-04-04
3426787,IR12A241,IR 91114-35-1-2-2,NERICA 2/IRRI 143,A3297,139,A5221,1,1,6,12,82,112,105,17,9.1,4932,,,6896,0,1,5,7,2013-04-04
3426439,IR12N216,IR 91134-125-3-1-2,THADOKKHAM 1/IRRI 146,B3408,140,B5377,1,1,6,11,85,115,103,14,10.1,5342,,,7387,0,1,3,5,2013-04-06
1960996,IR06A155,IR 81168-31-2-3-2,IR00A109/PSBRC 82//JANAKI,A3211,141,A2955,1,1,6,10,99,129,107,19,12.5,5551,14,5995,8068,4,1,5,5,2013-04-15
